8480011,Klim Kostin,C,STL
8480023,Robert Thomas,C,STL
8481059,Scott Perunovich,D,STL
8482244,Johannes Kinnvall,D,CGY
8470755,Brad Richardson,R,CGY
8473453,Trevor Lewis,C,CGY
8473473,Milan Lucic,L,CGY
8474150,Mikael Backlund,C,CGY
8474593,Jacob Markstrom,G,CGY
8474628,Michael Stone,D,CGY
8475690,Christopher Tanev,D,CGY
8475752,Tyler Pitlick,C,CGY
8475790,Erik Gudbranson,D,CGY
8476346,Johnny Gaudreau,L,CGY
8476399,Blake Coleman,C,CGY
8476439,Brett Ritchie,R,CGY
8477496,Elias Lindholm,C,CGY
8477497,Sean Monahan,C,CGY
8477507,Nikita Zadorov,D,CGY
8478233,Andrew Mangiapane,L,CGY
8478396,Noah Hanifin,D,CGY
8478397,Rasmus Andersson,D,CGY
8478430,Oliver Kylington,D,CGY
8478435,Dan Vladar,G,CGY
8479314,Matthew Tkachuk,L,CGY
8479346,Dillon Dube,C,CGY
8480008,Adam Ruzicka,C,CGY
8471794,Darren Helm,C,COL
8476870,Stefan Matteau,C,COL
8479439,Jacob MacDonald,D,COL
8480913,Jordan Gross,D,COL
8482111,Justin Barron,D,COL
8471677,Jack Johnson,D,COL
8473446,Erik Johnson,D,COL
8475172,Nazem Kadri,C,COL
8475311,Darcy Kuemper,G,COL
8476455,Gabriel Landeskog,L,COL
8476850,Ryan Murray,D,COL
8477073,Kurtis MacDermid,D,COL
8477444,Andre Burakovsky,L,COL
8477456,J.T. Compher,L,COL
8477492,Nathan MacKinnon,C,COL
8477501,Valeri Nichushkin,R,COL
8477979,Nicolas Aube-Kubel,R,COL
8478038,Devon Toews,D,COL
8478420,Mikko Rantanen,R,COL
8479370,Tyson Jost,C,COL
8479398,Samuel Girard,D,COL
8479573,Mikhail Maltsev,L,COL
8480069,Cale Makar,D,COL
8480925,Pavel Francouz,G,COL
8481186,Logan O'Connor,R,COL
8481524,Bowen Byram,D,COL
8481618,Alex Newhook,C,COL
8469608,Mike Smith,G,EDM
8476454,Ryan Nugent-Hopkins,C,EDM
8475786,Zach Hyman,L,EDM
8476495,Seth Griffith,C,EDM
8478021,William Lagesson,D,EDM
8481709,Ilya Konovalov,G,EDM
8470281,Duncan Keith,D,EDM
8471729,Kris Russell,D,EDM
8474068,Kyle Turris,C,EDM
8474098,Colton Sceviour,C,EDM
8475156,Mikko Koskinen,G,EDM
8475178,Zack Kassian,R,EDM
8475197,Tyson Barrie,D,EDM
8476879,Cody Ceci,D,EDM
8476886,Slater Koekkoek,D,EDM
8476913,Devin Shore,C,EDM
8477498,Darnell Nurse,D,EDM
8477934,Leon Draisaitl,C,EDM
8477943,Brendan Perlini,L,EDM
8477998,Warren Foegele,L,EDM
8478402,Connor McDavid,C,EDM
8478585,Derek Ryan,C,EDM
8479344,Jesse Puljujarvi,R,EDM
8479347,Tyler Benson,L,EDM
8479973,Stuart Skinner,G,EDM
8479977,Kailer Yamamoto,R,EDM
8480802,Ryan McLeod,C,EDM
8480803,Evan Bouchard,D,EDM
8474612,Travis Hamonic,D,VAN
8478465,Guillaume Brisebois,D,VAN
8477474,Madison Bowey,D,VAN
8474568,Luke Schenn,D,VAN
8474574,Tyler Myers,D,VAN
8475163,Alex Chiasson,R,VAN
8475171,Oliver Ekman-Larsson,D,VAN
8475413,Justin Dowling,C,VAN
8476779,Brad Hunt,D,VAN
8476871,Tanner Pearson,L,VAN
8477335,Kyle Burroughs,D,VAN
8477353,Tyler Motte,C,VAN
8477359,Tucker Poolman,D,VAN
8477450,Jason Dickinson,C,VAN
8477473,Justin Bailey,R,VAN
8477484,Spencer Martin,G,VAN
8477967,Thatcher Demko,G,VAN
8477996,Juho Lammikko,L,VAN
8478146,Matthew Highmore,C,VAN
8478444,Brock Boeser,R,VAN
8480012,Elias Pettersson,C,VAN
8480326,Sheldon Dries,C,VAN
8480800,Quinn Hughes,D,VAN
8481535,Nils Hoglander,L,VAN
8481617,Vasily Podkolzin,R,VAN
8474641,Adam Henrique,C,ANA
8477947,Sonny Milano,L,ANA
8479368,Max Jones,L,ANA
8478873,Troy Terry,R,ANA
8481122,Simon Benoit,D,ANA
8470612,Ryan Getzlaf,C,ANA
8474031,Kevin Shattenkirk,D,ANA
8474683,Derek Grant,C,ANA
8475164,Jakob Silfverberg,R,ANA
8475235,Nicolas Deslauriers,L,ANA
8475842,Sam Carrick,C,ANA
8476312,Josh Manson,D,ANA
8476434,John Gibson,G,ANA
8476483,Rickard Rakell,L,ANA
8476854,Hampus Lindholm,D,ANA
8476932,Anthony Stolarz,G,ANA
8477210,Buddy Robinson,R,ANA
8478425,Brendan Guhle,D,ANA
8479351,Sam Steel,C,ANA
8479372,Josh Mahura,D,ANA
8480031,Max Comtois,L,ANA
8480806,Isac Lundestrom,C,ANA
8481533,Trevor Zegras,C,ANA
8482142,Jamie Drysdale,D,ANA
8471418,Anton Khudobin,G,DAL
8479587,Rhett Gardner,C,DAL
8480848,Ty Dellandrea,C,DAL
8480988,Riley Damiani,C,DAL
8481581,Thomas Harley,D,DAL
8470600,Ryan Suter,D,DAL
8470794,Joe Pavelski,C,DAL
8471228,Alexander Radulov,R,DAL
8471284,Andrej Sekera,D,DAL
8473994,Jamie Benn,L,DAL
8474651,Braden Holtby,G,DAL
8475794,Tyler Seguin,C,DAL
8475825,Jani Hakanpaa,D,DAL
8475906,John Klingberg,D,DAL
8476822,Luke Glendening,C,DAL
8476889,Radek Faksa,C,DAL
8476902,Esa Lindell,D,DAL
8477290,Michael Raffl,L,DAL
8477810,Joel Hanley,D,DAL
8478449,Roope Hintz,L,DAL
8478495,Denis Gurianov,R,DAL
8479979,Jake Oettinger,G,DAL
8480027,Jason Robertson,L,DAL
8480036,Miro Heiskanen,D,DAL
8480216,Jacob Peterson,C,DAL
8481641,Joel Kiviranta,L,DAL
8471303,Alexander Edler,D,LAK
8476960,Andreas Athanasiou,C,LAK
8480072,Lias Andersson,C,LAK
8480336,Sean Walker,D,LAK
8476343,Garret Sparks,G,LAK
8479421,Jacob Moverare,D,LAK
8470606,Dustin Brown,R,LAK
8471685,Anze Kopitar,C,LAK
8471734,Jonathan Quick,G,LAK
8474563,Drew Doughty,D,LAK
8476479,Phillip Danault,C,LAK
8476874,Olli Maatta,D,LAK
8477361,Cal Petersen,G,LAK
8477960,Adrian Kempe,C,LAK
8477962,Brendan Lemieux,L,LAK
8478042,Viktor Arvidsson,L,LAK
8478911,Matt Roy,D,LAK
8479336,Carl Grundstrom,R,LAK
8479675,Trevor Moore,C,LAK
8479998,Mikey Anderson,D,LAK
8480113,Alex Iafallo,L,LAK
8480434,Sean Durzi,D,LAK
8480845,Rasmus Kupari,C,LAK
8481481,Blake Lizotte,C,LAK
8481560,Arthur Kaliyev,R,LAK
8481600,Tobias Bjornfot,D,LAK
8478099,Kevin Labanc,R,SJS
8478136,Jacob Middleton,D,SJS
8479981,Jonah Gadjovich,L,SJS
8470613,Brent Burns,D,SJS
8471699,Andrew Cogliano,C,SJS
8471709,Marc-Edouard Vlasic,D,SJS
