ID,Name,Position,Team,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,fanPts,timeOnIce_W,assists_W,goals_W,pim_W,shots_W,games_W,hits_W,powerPlayGoals_W,powerPlayPoints_W,powerPlayTimeOnIce_W,evenTimeOnIce_W,penaltyMinutes_W,faceOffPct_W,shotPct_W,gameWinningGoals_W,overTimeGoals_W,shortHandedGoals_W,shortHandedPoints_W,shortHandedTimeOnIce_W,blocked_W,plusMinus_W,points_W,shifts_W,fanPts_W,upcomingDifficulty,truth
8477320,Anton Blidh,L,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1063.8477,0
8477320,Anton Blidh,L,BOS,489,0,0,0,0,1,2,0,0,0,449,0,0.0,0.0,0,0,0,0,40,1,0,0,11,3,489,0,0,0,0,1,2,0,0,0,449,0,0.0,0.0,0,0,0,0,40,1,0,0,11,3,1517.1931000000002,0
8477320,Anton Blidh,L,BOS,2694,1,0,0,3,4,10,0,0,0,2654,0,0.0,0.0,0,0,0,0,40,5,1,1,61,24,2205,1,0,0,3,3,8,0,0,0,2205,0,0.0,0.0,0,0,0,0,0,4,1,1,50,21,715.7254,0
8477320,Anton Blidh,L,BOS,4109,2,0,0,4,6,15,0,0,0,3847,0,0.0,0.0,0,0,0,0,262,5,1,2,96,34,1415,1,0,0,1,2,5,0,0,0,1193,0,0,0.0,0,0,0,0,222,0,0,1,35,10,1122.9926,0
8477320,Anton Blidh,L,BOS,6051,2,1,0,5,9,24,0,0,1,5604,0,0.0,50.0,0,0,0,0,446,5,0,3,141,48,1942,0,1,0,1,3,9,0,0,1,1757,0,0,50.0,0,0,0,0,184,0,-1,1,45,14,1059.3492999999999,0
8477320,Anton Blidh,L,BOS,7285,3,1,2,7,11,27,0,0,12,6512,2,0.0,12.5,0,0,0,0,761,8,1,4,173,62,1234,1,0,2,2,2,3,0,0,11,908,2,0,0.0,0,0,0,0,315,3,1,1,32,14,696.3779999999999,0
8477320,Anton Blidh,L,BOS,7900,3,1,2,7,12,31,0,0,12,7127,2,0.0,12.5,0,0,0,0,761,9,1,4,186,67,615,0,0,0,0,1,4,0,0,0,615,0,0,0.0,0,0,0,0,0,1,0,0,13,5,1100.4279999999999,0
8477320,Anton Blidh,L,BOS,9042,3,2,4,10,14,33,0,0,13,8114,4,0.0,22.9,0,0,0,0,915,9,2,5,214,80,1142,0,1,2,3,2,2,0,0,1,987,2,0,16.65,0,0,0,0,154,0,1,1,28,13,1530.7430000000002,0
8477320,Anton Blidh,L,BOS,11664,6,2,4,13,18,46,0,0,13,10597,4,0.0,2.8625,0,0,0,0,1054,10,3,8,284,111,2622,3,0,0,3,4,13,0,0,0,2483,0,0,0.0,0,0,0,0,139,1,1,3,70,31,1104.9758,0
8477320,Anton Blidh,L,BOS,12597,6,2,4,13,20,51,0,0,13,11415,4,0.0,2.8625,0,0,0,0,1169,12,1,8,307,114,933,0,0,0,0,2,5,0,0,0,818,0,0,0.0,0,0,0,0,115,2,-2,0,23,3,1442.9718,0
8477320,Anton Blidh,L,BOS,14416,6,2,6,14,23,56,0,0,13,13141,6,0.0,1.43125,0,0,0,0,1262,13,-2,8,351,115,1819,0,0,2,1,3,5,0,0,0,1726,2,0,0.0,0,0,0,0,93,1,-3,0,44,1,387.9742,0
8477320,Anton Blidh,L,BOS,14988,6,2,8,14,24,60,0,0,13,13637,8,0.0,1.43125,0,0,0,0,1338,13,-2,8,368,119,572,0,0,2,0,1,4,0,0,0,496,2,0,0.0,0,0,0,0,76,0,0,0,17,4,1036.9678999999999,0
8477320,Anton Blidh,L,BOS,16474,7,2,10,19,26,66,0,0,18,15006,10,0.0,0.3578125,0,0,0,0,1450,14,-3,9,404,133,1486,1,0,2,5,2,6,0,0,5,1369,2,0,0.0,0,0,0,0,112,1,-1,1,36,14,1008.1219,0
8477365,Connor Clifton,D,BOS,870,0,0,0,2,1,1,0,0,0,807,0,0,0.0,0,0,0,0,63,0,0,0,17,3,870,0,0,0,2,1,1,0,0,0,807,0,0,0.0,0,0,0,0,63,0,0,0,17,3,1063.8477,0
8477365,Connor Clifton,D,BOS,2816,1,0,2,5,3,8,0,0,0,2659,2,0,0.0,0,0,0,0,157,2,-1,1,62,17,1946,1,0,2,3,2,7,0,0,0,1852,2,0,0.0,0,0,0,0,94,2,-1,1,45,14,1043.0006,0
8477365,Connor Clifton,D,BOS,4626,1,0,2,5,5,23,0,0,0,4460,2,0,0.0,0,0,0,0,166,6,-3,1,102,32,1810,0,0,0,0,2,15,0,0,0,1801,0,0,0.0,0,0,0,0,9,4,-2,0,40,15,718.0,0
8477365,Connor Clifton,D,BOS,6480,1,0,6,10,7,27,0,0,9,6305,6,0,0.0,0,0,0,0,166,6,-2,1,143,43,1854,0,0,4,5,2,4,0,0,9,1845,4,0,0.0,0,0,0,0,0,0,1,0,41,11,1517.1931000000002,0
8477365,Connor Clifton,D,BOS,10172,1,0,15,20,11,34,0,0,9,9876,15,0,0.0,0,0,0,0,287,6,-4,1,222,56,3692,0,0,9,10,4,7,0,0,0,3571,9,0,0.0,0,0,0,0,121,0,-2,0,79,13,1120.3786,0
8477365,Connor Clifton,D,BOS,11518,1,0,15,20,12,39,0,0,9,11149,15,0,0.0,0,0,0,0,360,9,-4,1,253,64,1346,0,0,0,0,1,5,0,0,0,1273,0,0,0.0,0,0,0,0,73,3,0,0,31,8,1059.3492999999999,0
8477365,Connor Clifton,D,BOS,14780,1,1,15,24,15,50,0,0,9,13990,15,0,50.0,0,0,0,0,781,14,-4,2,321,90,3262,0,1,0,4,3,11,0,0,0,2841,0,0,50.0,0,0,0,0,421,5,0,1,68,26,696.3779999999999,0
8477365,Connor Clifton,D,BOS,16812,1,1,15,26,17,55,0,0,9,15966,15,0,25.0,0,0,0,0,837,16,-4,2,370,99,2032,0,0,0,2,2,5,0,0,0,1976,0,0,0.0,0,0,0,0,56,2,0,0,49,9,745.4448,0
8477365,Connor Clifton,D,BOS,18937,1,1,15,28,19,58,0,0,63,17845,15,0,6.25,0,0,0,0,1029,21,-2,2,413,113,2125,0,0,0,2,2,3,0,0,54,1879,0,0,0.0,0,0,0,0,192,5,2,0,43,14,1100.4279999999999,0
8477365,Connor Clifton,D,BOS,22176,1,1,15,30,22,63,0,0,75,20650,15,0,1.5625,0,0,0,0,1451,23,0,2,485,126,3239,0,0,0,2,3,5,0,0,12,2805,0,0,0.0,0,0,0,0,422,2,2,0,72,13,1104.9758,0
8477365,Connor Clifton,D,BOS,24753,1,1,22,34,25,70,0,0,75,23122,22,0,0.390625,0,0,0,0,1556,29,-2,2,544,139,2577,0,0,7,4,3,7,0,0,0,2472,7,0,0.0,0,0,0,0,105,6,-2,0,59,13,1442.9718,0
8477365,Connor Clifton,D,BOS,26480,1,1,22,34,27,75,0,0,75,24705,22,0,0.390625,0,0,0,0,1700,29,-2,2,583,144,1727,0,0,0,0,2,5,0,0,0,1583,0,0,0.0,0,0,0,0,144,0,0,0,39,5,1036.9678999999999,0
8477365,Connor Clifton,D,BOS,29321,1,1,24,35,30,86,0,0,79,27327,24,0,0.1953125,0,0,0,0,1915,31,-5,2,649,152,2841,0,0,2,1,3,11,0,0,4,2622,2,0,0.0,0,0,0,0,215,2,-3,0,66,8,1008.1219,0
8477365,Connor Clifton,D,BOS,31044,1,1,28,36,32,91,0,0,79,28999,28,0,0.09765625,0,0,0,0,1966,32,-7,2,682,155,1723,0,0,4,1,2,5,0,0,0,1672,4,0,0.0,0,0,0,0,51,1,-2,0,33,3,1057.9902,0
8477365,Connor Clifton,D,BOS,33778,1,1,30,39,35,97,0,0,79,31351,30,0,0.01220703125,0,0,0,0,2348,36,-6,2,741,170,2734,0,0,2,3,3,6,0,0,0,2352,2,0,0.0,0,0,0,0,382,4,1,0,59,15,1395.2234999999998,0
8477365,Connor Clifton,D,BOS,37753,2,1,30,42,39,109,0,0,79,35118,30,0,0.0030517578125,0,0,0,0,2556,41,-2,3,833,202,3975,1,0,0,3,4,12,0,0,0,3767,0,0,0.0,0,0,0,0,208,5,4,1,92,32,1184.0585,0
8477508,Curtis Lazar,C,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1043.0006,0
8477508,Curtis Lazar,C,BOS,2213,1,0,0,5,3,7,0,0,0,2075,0,68.75,0.0,0,0,0,0,138,2,0,1,49,18,2213,1,0,0,5,3,7,0,0,0,2075,0,68.75,0.0,0,0,0,0,138,2,0,1,49,18,718.0,0
8477508,Curtis Lazar,C,BOS,3912,2,0,0,8,5,11,0,0,8,3533,0,42.185,0.0,0,0,0,1,371,4,1,2,86,33,1699,1,0,0,3,2,4,0,0,8,1458,0,24.9975,0.0,0,0,0,1,233,2,1,1,37,15,1517.1931000000002,0
8477508,Curtis Lazar,C,BOS,6441,2,0,0,11,8,18,0,0,8,5623,0,46.940625,0.0,0,0,0,1,810,5,0,2,147,42,2529,0,0,0,3,3,7,0,0,0,2090,0,41.667500000000004,0.0,0,0,0,0,439,1,-1,0,61,9,715.7254,0
8477508,Curtis Lazar,C,BOS,7918,3,0,0,13,10,24,0,0,8,6882,0,39.23515625,0.0,0,0,0,1,1028,6,0,3,184,55,1477,1,0,0,2,2,6,0,0,0,1259,0,27.5,0.0,0,0,0,0,218,1,0,1,37,13,1122.9926,0
8477508,Curtis Lazar,C,BOS,9631,3,0,0,15,13,27,0,0,49,8345,0,29.90439453125,0.0,0,0,0,1,1237,7,-1,3,227,59,1713,0,0,0,2,3,3,0,0,41,1463,0,25.0,0.0,0,0,0,0,209,1,-1,0,43,4,1120.3786,0
8477508,Curtis Lazar,C,BOS,11615,3,1,2,19,16,34,0,0,49,10218,2,47.48554931640625,16.65,0,0,0,1,1348,8,-1,4,277,77,1984,0,1,2,4,3,7,0,0,0,1873,2,43.7475,16.65,0,0,0,0,111,1,0,1,50,18,1059.3492999999999,0
8477508,Curtis Lazar,C,BOS,13054,3,2,2,21,18,40,0,0,49,11389,2,55.20638732910156,54.1625,0,0,0,1,1616,9,0,5,316,94,1439,0,1,0,2,2,6,0,0,0,1171,0,43.335,50.0,0,0,0,0,268,1,1,1,39,17,696.3779999999999,0
8477508,Curtis Lazar,C,BOS,14497,3,2,2,24,20,47,0,0,53,12673,2,48.52159683227539,13.540625,0,0,0,1,1771,10,1,5,352,107,1443,0,0,0,3,2,7,0,0,4,1284,0,34.72,0.0,0,0,0,0,155,1,1,0,36,13,745.4448,0
8477508,Curtis Lazar,C,BOS,15261,3,2,2,25,21,51,0,0,53,13314,2,34.260798416137696,6.7703125,0,0,0,1,1894,10,1,5,372,112,764,0,0,0,1,1,4,0,0,0,641,0,10.0,0.0,0,0,0,0,123,0,0,0,20,5,1100.4279999999999,0
8477508,Curtis Lazar,C,BOS,17311,4,3,4,32,24,54,0,0,54,15003,4,37.61634980201721,5.0087890625,0,0,0,1,2254,12,3,7,425,138,2050,1,1,2,7,3,3,0,0,1,1689,2,33.33375,4.1625,0,0,0,0,360,2,2,2,53,26,1530.7430000000002,0
8477508,Curtis Lazar,C,BOS,20209,6,5,4,37,28,68,0,0,54,17487,4,45.08539686262608,17.3010986328125,0,0,0,1,2668,14,6,11,500,185,2898,2,2,0,5,4,14,0,0,0,2484,0,42.734375,16.675,0,0,0,0,414,2,3,4,75,47,1104.9758,0
8477508,Curtis Lazar,C,BOS,22565,6,5,4,42,31,77,0,0,54,19425,4,44.443174607828254,2.1626373291015626,0,0,0,1,3086,16,4,11,556,197,2356,0,0,0,5,3,9,0,0,0,1938,0,38.8075,0.0,0,0,0,0,418,2,-2,0,56,12,1442.9718,0
8477508,Curtis Lazar,C,BOS,25434,6,5,8,47,35,95,0,0,54,21932,8,20.277698412989267,0.2703296661376953,0,0,0,1,3448,24,3,11,630,226,2869,0,0,4,5,4,18,0,0,0,2507,4,17.5,0.0,0,0,0,0,362,8,-1,0,74,29,387.9742,0
8477508,Curtis Lazar,C,BOS,26215,6,5,10,48,36,98,0,0,54,22517,10,43.473849206494634,0.13516483306884766,0,0,0,1,3644,26,3,11,649,232,781,0,0,2,1,1,3,0,0,0,585,2,33.335,0.0,0,0,0,0,196,2,0,0,19,6,1036.9678999999999,0
8477508,Curtis Lazar,C,BOS,28305,6,6,10,52,39,104,0,0,54,24239,10,12.57673115081183,25.016895604133605,0,0,0,1,4012,31,2,12,703,251,2090,0,1,0,4,3,6,0,0,0,1722,0,7.1425,25.0,0,0,0,0,368,5,-1,1,54,19,1008.1219,0
8477508,Curtis Lazar,C,BOS,30705,6,6,10,56,42,110,0,0,58,26501,10,35.94709139385148,6.254223901033401,0,0,0,1,4146,32,2,12,756,262,2400,0,0,0,4,3,6,0,0,4,2262,0,34.375,0.0,0,0,0,0,134,1,0,0,53,11,1057.9902,0
8477508,Curtis Lazar,C,BOS,31663,7,6,10,56,44,112,0,0,58,27370,10,51.30854569692574,6.254223901033401,0,0,0,1,4235,32,3,13,778,270,958,1,0,0,0,2,2,0,0,0,869,0,33.335,0.0,0,0,0,0,89,0,1,1,22,8,1395.2234999999998,0
8477508,Curtis Lazar,C,BOS,32359,7,6,10,56,45,115,0,0,58,28008,10,50.65427284846287,6.254223901033401,0,0,0,1,4293,32,3,13,794,273,696,0,0,0,0,1,3,0,0,0,638,0,25.0,0.0,0,0,0,0,58,0,0,0,16,3,1184.0585,0
8477931,Tomas Nosek,L,BOS,721,0,0,0,2,1,2,0,0,0,492,0,28.57,0.0,0,0,0,0,229,0,0,0,18,4,721,0,0,0,2,1,2,0,0,0,492,0,28.57,0.0,0,0,0,0,229,0,0,0,18,4,1063.8477,0
8477931,Tomas Nosek,L,BOS,3409,1,1,2,6,4,12,0,0,0,2879,2,60.301249999999996,12.5,1,0,0,0,530,2,3,2,81,46,2688,1,1,2,4,3,10,0,0,0,2387,2,56.730000000000004,12.5,1,0,0,0,301,2,3,2,63,42,1043.0006,0
8477931,Tomas Nosek,L,BOS,5622,1,1,4,9,7,14,0,0,0,4876,4,33.37140625,6.25,1,0,0,0,746,4,2,2,130,51,2213,0,0,2,3,3,2,0,0,0,1997,2,25.833750000000002,0.0,0,0,0,0,216,2,-1,0,49,5,718.0,0
8477931,Tomas Nosek,L,BOS,7234,2,1,4,9,9,15,0,0,13,6218,4,44.200351562499996,6.25,1,0,0,1,1003,6,3,3,164,60,1612,1,0,0,0,2,1,0,0,13,1342,0,35.8575,0.0,0,0,0,1,257,2,1,1,34,9,1517.1931000000002,0
8477931,Tomas Nosek,L,BOS,11016,2,1,4,11,13,21,0,0,13,9519,4,47.83252197265625,1.5625,1,0,0,1,1484,10,1,3,246,68,3782,0,0,0,2,4,6,0,0,0,3301,0,45.07,0.0,0,0,0,0,481,4,-2,0,82,8,715.7254,0
8477931,Tomas Nosek,L,BOS,12628,2,2,4,12,15,23,0,0,13,10810,4,57.79063049316406,50.78125,1,0,0,1,1805,10,1,4,283,77,1612,0,1,0,1,2,2,0,0,0,1291,0,45.832499999999996,50.0,0,0,0,0,321,0,0,1,37,9,1122.9926,0
8477931,Tomas Nosek,L,BOS,14971,2,2,6,16,18,24,0,0,55,12923,6,41.710078811645516,12.6953125,1,0,0,1,1993,12,0,4,339,82,2343,0,0,2,4,3,1,0,0,42,2113,2,34.48625,0.0,0,0,0,0,188,2,-1,0,56,5,1120.3786,0
8477931,Tomas Nosek,L,BOS,17363,2,2,6,21,21,24,0,0,55,15049,6,48.19125985145569,3.173828125,1,0,0,1,2259,13,-1,4,394,86,2392,0,0,0,5,3,0,0,0,0,2126,0,42.9775,0.0,0,0,0,0,266,1,-1,0,55,4,696.3779999999999,0
8477931,Tomas Nosek,L,BOS,18914,2,2,6,25,23,25,0,0,55,16408,6,53.71281496286392,0.79345703125,1,0,0,1,2451,13,-2,4,429,89,1551,0,0,0,4,2,1,0,0,0,1359,0,41.665,0.0,0,0,0,0,192,0,-1,0,35,3,745.4448,0
8477931,Tomas Nosek,L,BOS,20569,3,3,10,31,25,26,0,0,121,17677,10,53.490703740715986,12.6983642578125,1,0,0,1,2771,13,0,6,468,110,1655,1,1,4,6,2,1,0,0,66,1269,4,40.0625,12.5,0,0,0,0,320,0,2,2,39,21,1100.4279999999999,0
8477931,Tomas Nosek,L,BOS,21349,4,3,10,32,26,27,0,0,121,18421,10,54.02035187035799,6.34918212890625,1,0,0,1,2807,13,2,7,488,120,780,1,0,0,1,1,1,0,0,0,744,0,27.275,0.0,0,0,0,0,36,0,2,1,20,10,1530.7430000000002,0
8477931,Tomas Nosek,L,BOS,23758,5,3,12,35,29,28,0,0,121,20506,12,49.01379398379475,1.5872955322265625,1,0,0,1,3131,14,4,8,545,133,2409,1,0,2,3,3,1,0,0,0,2085,2,42.261250000000004,0.0,0,0,0,0,324,1,2,1,57,13,1104.9758,0
8477931,Tomas Nosek,L,BOS,26202,5,3,14,39,32,30,0,0,121,22543,14,50.446724247974345,0.1984119415283203,1,0,0,1,3538,15,1,8,605,134,2444,0,0,2,4,3,2,0,0,0,2037,2,44.32,0.0,0,0,0,0,407,1,-3,0,60,1,1442.9718,0
8477931,Tomas Nosek,L,BOS,29335,6,3,16,42,36,36,0,0,121,25261,16,37.2422952654984,0.04960298538208008,1,0,0,1,3953,19,-3,9,679,143,3133,1,0,2,3,4,6,0,0,0,2718,2,34.089375000000004,0.0,0,0,0,0,415,4,-4,1,74,9,387.9742,0
8477931,Tomas Nosek,L,BOS,30439,7,3,16,43,37,38,0,0,121,26117,16,47.1911476327492,0.02480149269104004,1,0,0,1,4201,19,-4,10,702,148,1104,1,0,0,1,1,2,0,0,0,856,0,28.57,0.0,0,0,0,0,248,0,-1,1,23,5,1036.9678999999999,0
8477931,Tomas Nosek,L,BOS,32946,7,3,16,46,40,41,0,0,121,28196,16,42.828893454093645,0.00620037317276001,1,0,0,1,4629,20,-5,10,757,153,2507,0,0,0,3,3,3,0,0,0,2079,0,36.93,0.0,0,0,0,0,428,1,-1,0,55,5,1008.1219,0
8477931,Tomas Nosek,L,BOS,35613,7,3,18,48,43,42,0,0,121,30583,18,64.2811116817617,0.0015500932931900024,1,0,0,1,4909,20,-6,10,812,154,2667,0,0,2,2,3,1,0,0,0,2387,2,58.927499999999995,0.0,0,0,0,0,280,0,-1,0,55,1,1057.9902,0
8477931,Tomas Nosek,L,BOS,37986,7,3,22,48,46,46,0,0,121,32680,22,50.38263896022021,0.0015500932931900024,1,0,0,1,5185,20,-5,10,865,160,2373,0,0,4,0,3,4,0,0,0,2097,4,42.3475,0.0,0,0,0,0,276,0,1,0,53,6,1395.2234999999998,0
8477931,Tomas Nosek,L,BOS,41245,9,3,24,50,50,54,0,0,121,35751,24,58.515164935013765,0.0003875233232975006,1,0,0,1,5373,24,-4,12,938,184,3259,2,0,2,2,4,8,0,0,0,3071,2,55.36625,0.0,0,0,0,0,188,4,1,2,73,24,1184.0585,0
8477956,David Pastrnak,R,BOS,1039,1,0,0,4,1,2,0,0,187,852,0,0,0.0,0,0,0,0,0,0,1,1,20,12,1039,1,0,0,4,1,2,0,0,187,852,0,0,0.0,0,0,0,0,0,0,1,1,20,12,1063.8477,1
8477956,David Pastrnak,R,BOS,4327,3,2,0,18,4,3,1,1,541,3768,0,0.0,20.825,0,0,0,0,18,1,2,5,77,60,3288,2,2,0,14,3,1,1,1,354,2916,0,0.0,20.825,0,0,0,0,18,1,1,4,57,48,1043.0006,0
8477956,David Pastrnak,R,BOS,8268,3,2,0,31,7,7,1,1,1229,7021,0,0.0,2.603125,0,0,0,0,18,1,-1,5,144,71,3941,0,0,0,13,3,4,0,0,688,3253,0,0.0,0.0,0,0,0,0,0,0,-3,0,67,11,718.0,0
8477956,David Pastrnak,R,BOS,10538,3,3,4,39,9,10,1,1,1825,8695,4,25.0,9.00078125,0,0,0,0,18,2,-1,6,186,89,2270,0,1,4,8,2,3,0,0,596,1674,4,25.0,8.35,0,0,0,0,0,1,0,1,42,18,1517.1931000000002,0
8477956,David Pastrnak,R,BOS,15076,9,4,6,58,13,13,1,2,2600,12452,6,25.0,2.125048828125,0,0,0,0,24,3,4,13,267,154,4538,6,1,2,19,4,3,0,1,775,3757,2,0,1.5625,0,0,0,0,6,1,5,7,81,65,715.7254,0
8477956,David Pastrnak,R,BOS,17068,10,5,6,66,15,15,1,2,3024,14020,6,25.0,4.10626220703125,0,0,0,0,24,4,4,15,308,175,1992,1,1,0,8,2,2,0,0,424,1568,0,0,3.575,0,0,0,0,0,1,0,2,41,21,1122.9926,2
8477956,David Pastrnak,R,BOS,20439,11,7,8,83,18,16,3,4,3584,16831,8,12.5,10.788282775878907,1,0,0,0,24,4,2,18,372,235,3371,1,2,2,17,3,1,2,2,560,2811,2,0.0,10.275,1,0,0,0,0,0,-2,3,64,60,1120.3786,1
8477956,David Pastrnak,R,BOS,24308,11,8,8,98,21,18,4,5,4227,20057,8,3.125,2.7360353469848633,1,0,0,0,24,4,0,19,440,264,3869,0,1,0,15,3,2,1,1,643,3226,0,0.0,1.3875,0,0,0,0,0,0,-2,1,68,29,1059.3492999999999,0
8477956,David Pastrnak,R,BOS,28054,13,8,8,108,24,19,4,6,4721,23295,8,51.5625,0.3420044183731079,1,0,0,0,38,5,2,21,517,290,3746,2,0,0,10,3,1,0,1,494,3238,0,50.0,0.0,0,0,0,0,14,1,2,2,77,26,696.3779999999999,0
8477956,David Pastrnak,R,BOS,30671,13,8,8,115,26,20,4,6,5004,25627,8,75.78125,0.17100220918655396,1,0,0,0,40,5,1,21,562,296,2617,0,0,0,7,2,1,0,0,283,2332,0,50.0,0.0,0,0,0,0,2,0,-1,0,45,6,745.4448,0
8477956,David Pastrnak,R,BOS,32760,13,8,8,120,28,21,4,6,5489,27231,8,75.78125,0.04275055229663849,1,0,0,0,40,5,3,21,602,306,2089,0,0,0,5,2,1,0,0,485,1604,0,0,0.0,0,0,0,0,0,0,2,0,40,10,1100.4279999999999,0
8477956,David Pastrnak,R,BOS,35945,13,11,8,136,31,26,4,6,5969,29936,8,93.9453125,18.46784381903708,2,0,0,0,40,5,5,24,660,359,3185,0,3,0,16,3,5,0,0,480,2705,0,75.0,18.4625,1,0,0,0,0,0,2,3,58,53,1530.7430000000002,3
8477956,David Pastrnak,R,BOS,40099,15,16,12,155,35,26,7,10,6956,33103,12,48.486328125,13.029240238689818,3,0,0,0,40,6,6,31,743,461,4154,2,5,4,19,4,0,3,4,987,3167,4,25.0,11.875,1,0,0,0,0,1,1,7,83,102,1104.9758,2
8477956,David Pastrnak,R,BOS,43510,16,19,12,167,38,28,9,13,7809,35629,12,48.486328125,36.628655029836224,4,0,0,0,72,6,5,35,805,527,3411,1,3,0,12,3,2,2,3,853,2526,0,0,35.0,1,0,0,0,32,0,-1,4,62,66,1442.9718,0
8477956,David Pastrnak,R,BOS,48134,20,20,12,185,42,31,9,14,8730,39316,12,48.486328125,3.333040939364764,4,0,0,0,88,7,2,40,887,567,4624,4,1,0,18,4,3,0,1,921,3687,0,0,1.04375,0,0,0,0,16,1,-3,5,82,40,387.9742,2
8477956,David Pastrnak,R,BOS,49050,21,22,12,188,43,33,11,16,8865,40097,12,48.486328125,35.01652046968238,5,0,0,0,88,7,2,43,906,618,916,1,2,0,3,1,2,2,2,135,781,0,0,33.35,1,0,0,0,0,0,0,3,19,51,1036.9678999999999,1
8477956,David Pastrnak,R,BOS,52504,21,24,14,202,46,37,12,17,9620,42796,14,24.2431640625,10.627065058710297,5,0,0,0,88,7,1,45,967,656,3454,0,2,2,14,3,4,1,1,755,2699,2,0.0,6.25,0,0,0,0,0,0,-1,2,61,38,1008.1219,0
8477956,David Pastrnak,R,BOS,56058,21,25,14,212,49,40,12,17,9938,46032,14,24.2431640625,13.828383132338788,6,1,0,0,88,8,-1,46,1027,682,3554,0,1,0,10,3,3,0,0,318,3236,0,0,12.5,1,1,0,0,0,1,-2,1,60,26,1057.9902,0
8477956,David Pastrnak,R,BOS,59174,23,28,14,228,52,42,12,18,10930,48156,14,12.12158203125,9.028547891542349,6,1,0,0,88,8,4,51,1080,738,3116,2,3,0,16,3,2,0,1,992,2124,0,0.0,7.3,0,0,0,0,0,0,5,5,53,56,1395.2234999999998,0
8477956,David Pastrnak,R,BOS,63227,26,31,14,243,56,48,12,20,11394,51745,14,6.060791015625,10.839284243221396,7,1,0,0,88,10,7,57,1160,811,4053,3,3,0,15,4,6,0,2,464,3589,0,0.0,10.275,1,0,0,0,0,2,3,6,80,73,1184.0585,1
8478443,Brandon Carlo,D,BOS,1228,0,0,0,4,1,0,0,0,0,887,0,0,0.0,0,0,0,0,341,2,0,0,24,6,1228,0,0,0,4,1,0,0,0,0,887,0,0,0.0,0,0,0,0,341,2,0,0,24,6,1063.8477,0
8478443,Brandon Carlo,D,BOS,4712,0,0,2,9,4,6,0,0,8,3908,2,0,0.0,0,0,0,0,796,8,-1,0,98,21,3484,0,0,2,5,3,6,0,0,8,3021,2,0,0.0,0,0,0,0,455,6,-1,0,74,15,1043.0006,0
8478443,Brandon Carlo,D,BOS,8308,0,0,2,14,7,11,0,0,8,7203,2,0,0.0,0,0,0,0,1097,13,0,0,179,38,3596,0,0,0,5,3,5,0,0,0,3295,0,0,0.0,0,0,0,0,301,5,1,0,81,17,718.0,0
8478443,Brandon Carlo,D,BOS,10669,0,0,2,19,9,18,0,0,21,9126,2,0,0.0,0,0,0,0,1522,17,0,0,227,54,2361,0,0,0,5,2,7,0,0,13,1923,0,0,0.0,0,0,0,0,425,4,0,0,48,16,1517.1931000000002,0
8478443,Brandon Carlo,D,BOS,15471,1,1,4,27,13,22,0,0,46,13231,4,0,25.0,0,0,0,0,2194,22,-2,2,332,77,4802,1,1,2,8,4,4,0,0,25,4105,2,0,25.0,0,0,0,0,672,5,-2,2,105,23,715.7254,0
8478443,Brandon Carlo,D,BOS,17853,1,1,6,34,15,24,0,0,46,15255,6,0,6.25,0,0,0,0,2552,25,-1,2,390,91,2382,0,0,2,7,2,2,0,0,0,2024,2,0,0.0,0,0,0,0,358,3,1,0,58,14,1122.9926,0
8478443,Brandon Carlo,D,BOS,21031,1,1,6,37,18,30,0,0,56,18013,6,0,3.125,0,0,0,0,2962,27,-2,2,463,100,3178,0,0,0,3,3,6,0,0,10,2758,0,0,0.0,0,0,0,0,410,2,-1,0,73,9,1120.3786,0
8478443,Brandon Carlo,D,BOS,24647,2,2,6,46,21,37,0,0,74,21292,6,0,12.890625,0,0,0,0,3281,30,1,4,543,135,3616,1,1,0,9,3,7,0,0,18,3279,0,0,12.5,0,0,0,0,319,3,3,2,80,35,1059.3492999999999,0
8478443,Brandon Carlo,D,BOS,25605,2,2,6,48,22,37,0,0,84,22061,6,0,6.4453125,0,0,0,0,3460,30,1,4,566,137,958,0,0,0,2,1,0,0,0,10,769,0,0,0.0,0,0,0,0,179,0,0,0,23,2,696.3779999999999,0
8478443,Brandon Carlo,D,BOS,27677,3,2,6,50,24,37,0,0,88,23866,6,0,3.22265625,0,0,0,0,3723,32,1,5,612,145,2072,1,0,0,2,2,0,0,0,4,1805,0,0,0.0,0,0,0,0,263,2,0,1,46,8,745.4448,0
8478443,Brandon Carlo,D,BOS,29973,3,2,6,54,26,41,0,0,89,25746,6,0,0.8056640625,0,0,0,0,4138,34,1,5,661,155,2296,0,0,0,4,2,4,0,0,1,1880,0,0,0.0,0,0,0,0,415,2,0,0,49,10,1100.4279999999999,0
