,ID,Name,Position,Team,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,fanPts,timeOnIce_W,assists_W,goals_W,pim_W,shots_W,games_W,hits_W,powerPlayGoals_W,powerPlayPoints_W,powerPlayTimeOnIce_W,evenTimeOnIce_W,penaltyMinutes_W,faceOffPct_W,shotPct_W,gameWinningGoals_W,overTimeGoals_W,shortHandedGoals_W,shortHandedPoints_W,shortHandedTimeOnIce_W,blocked_W,plusMinus_W,points_W,shifts_W,fanPts_W,upcomingDifficulty
511,8476854,Hampus Lindholm,D,ANA,76218,15,5,42,108,56,50,1,3,2502,66841,42,0.0,1.3833241609972902e-05,1,0,0,1,6875,74,5,20,1425,356,4030,0,0,2,7,3,2,0,0,26,3568,2,0,0.0,0,0,0,0,436,4,1,0,77,15,1041.5328
512,8477947,Sonny Milano,L,ANA,40863,18,12,4,70,45,19,5,9,5916,34947,4,0.0,18.652462021191603,2,0,0,0,0,10,-7,30,858,307,3175,0,1,2,4,3,1,0,0,588,2587,2,0,16.65,0,0,0,0,0,0,0,1,67,11,1041.5328
513,8478425,Brendan Guhle,D,ANA,3385,0,0,0,4,4,7,0,0,0,3331,0,0.0,0.0,0,0,0,0,54,2,-1,0,71,11,1742,0,0,0,1,2,3,0,0,0,1742,0,0,0.0,0,0,0,0,0,1,-1,0,39,3,1041.5328
514,8478873,Troy Terry,R,ANA,55539,21,28,20,120,53,4,8,14,6312,49201,20,25.0,13.951177515870281,7,2,0,0,26,14,-4,49,1167,544,3596,3,1,0,7,3,0,1,1,419,3177,0,0.0,12.5,0,0,0,0,0,1,2,4,73,40,1041.5328
515,8479351,Sam Steel,C,ANA,36089,9,6,10,52,49,29,0,2,1959,34065,10,72.49997417534901,1.1718781664967537,1,0,0,0,65,25,-5,15,791,182,2463,0,0,0,4,3,6,0,0,297,2166,0,43.75,0.0,0,0,0,0,0,1,-2,0,57,7,1041.5328
516,8479372,Josh Mahura,D,ANA,17967,1,1,4,14,22,37,0,0,86,17446,4,0.0,0.1953125,0,0,0,0,435,35,-8,2,399,80,752,0,0,0,1,1,1,0,0,0,752,0,0,0.0,0,0,0,0,0,2,0,0,18,4,1041.5328
517,8480031,Max Comtois,L,ANA,28111,5,2,32,46,32,60,0,2,4017,23910,32,59.68803405761719,0.0634765625,0,0,0,0,184,11,-7,7,596,139,848,1,0,0,2,1,3,0,0,0,842,0,50.0,0.0,0,0,0,0,6,0,0,1,20,9,1041.5328
518,8480806,Isac Lundestrom,C,ANA,54603,12,13,6,64,58,27,0,0,881,47107,6,74.56374395689016,30.517736507975496,2,0,4,4,6615,42,2,25,1273,323,2030,0,1,0,2,3,2,0,0,13,1822,0,68.14,25.0,0,0,0,0,195,1,-2,1,54,7,1041.5328
519,8481122,Simon Benoit,D,ANA,30767,3,1,17,21,38,121,0,0,2,29616,17,0.0,0.000762939453125,0,0,0,0,1149,28,-8,4,697,172,2301,0,0,2,1,3,8,0,0,0,2142,2,0,0.0,0,0,0,0,159,2,-4,0,52,3,1041.5328
520,8481533,Trevor Zegras,C,ANA,54266,27,15,40,119,52,32,5,13,8533,45707,40,39.29132131477594,14.9783483629908,4,1,0,0,26,15,-16,42,1086,438,3262,1,2,0,10,3,2,2,3,698,2564,0,37.40125,14.575,1,0,0,0,0,2,-1,3,67,60,1041.5328
521,8482142,Jamie Drysdale,D,ANA,69722,21,3,12,89,58,26,0,11,7494,62147,12,0.0,7.489464497467679e-07,1,1,0,0,81,55,-12,24,1333,280,3963,2,0,0,3,3,2,0,2,511,3452,0,0,0.0,0,0,0,0,0,1,0,2,76,18,1041.5328
522,8471284,Andrej Sekera,D,DAL,20074,3,0,12,18,24,12,0,0,23,18794,12,0.0,0.0,0,0,0,0,1257,17,-2,3,450,55,1599,0,0,2,3,2,0,0,0,0,1550,2,0,0.0,0,0,0,0,49,3,-2,0,37,2,1364.6970000000001
523,8470600,Ryan Suter,D,DAL,77133,20,5,28,85,55,32,2,10,7313,64528,28,0.0,6.253051772841718,0,0,0,0,5292,61,8,25,1458,340,4686,4,1,2,5,3,3,0,2,453,3798,2,0,6.25,0,0,0,0,435,5,4,5,95,47,1055.3964
524,8470794,Joe Pavelski,C,DAL,60479,37,22,12,151,55,66,10,17,9393,49031,12,37.888396400363675,16.730005389572128,1,0,0,0,2055,46,15,59,1332,697,3295,3,1,2,10,3,3,1,1,430,2829,2,32.53,16.65,0,0,0,0,36,2,1,4,74,45,1055.3964
525,8471228,Alexander Radulov,R,DAL,44006,15,3,16,72,49,33,1,7,6421,37581,16,37.994384765625,10.390625248104334,2,0,0,0,4,41,-12,18,922,242,1983,0,1,0,5,3,3,1,1,234,1749,0,0,10.0,1,0,0,0,0,1,2,1,48,39,1055.3964
526,8473994,Jamie Benn,L,DAL,56562,17,14,66,125,55,109,2,9,7156,46657,66,53.3274906192749,50.90737753053213,1,1,1,1,2749,42,-5,31,1363,472,2932,3,1,2,8,3,3,0,2,356,2433,2,46.325,50.0,0,0,0,0,143,1,1,4,76,36,1055.3964
527,8475794,Tyler Seguin,C,DAL,57615,14,17,24,140,54,69,3,10,8483,48421,24,38.20514743277839,1.317617283389029,2,1,0,0,711,19,-11,31,1296,428,2014,1,0,0,2,2,4,0,1,304,1710,0,26.192500000000003,0.0,0,0,0,0,0,2,-3,1,45,8,1055.3964
528,8475825,Jani Hakanpaa,D,DAL,50924,6,2,39,40,54,149,0,0,118,42910,39,0.0,0.87890625,0,0,0,0,7896,73,8,8,1088,314,4235,0,0,0,2,3,10,0,0,28,3491,0,0,0.0,0,0,0,0,716,6,3,0,88,24,1055.3964
529,8475906,John Klingberg,D,DAL,63341,27,1,22,84,48,27,1,15,8546,53817,22,0.0,2.9802322387695312e-06,1,1,0,0,978,53,-16,28,1166,294,4254,2,0,4,11,3,1,0,1,425,3763,4,0,0.0,0,0,0,0,66,3,0,2,88,25,1055.3964
530,8476822,Luke Glendening,C,DAL,45752,4,8,13,74,55,115,0,0,116,37892,13,66.39430145964081,4.235742213032108,1,0,0,0,7744,37,-8,12,1198,284,2883,1,1,0,5,3,8,0,0,17,2223,0,57.082499999999996,4.1625,0,0,0,0,643,0,1,2,78,25,1055.3964
531,8476889,Radek Faksa,C,DAL,47466,11,2,38,50,50,85,1,1,361,41210,38,75.76180272584739,1.4959368854761124e-06,0,0,0,0,5895,46,-13,13,1127,221,3022,1,0,4,2,3,7,0,0,33,2569,4,68.33375000000001,0.0,0,0,0,0,420,6,0,1,76,19,1055.3964
532,8476902,Esa Lindell,D,DAL,73809,14,3,6,105,55,86,0,3,1218,63362,6,0.0,0.003445148468017578,0,0,1,2,9229,109,-1,17,1451,388,4221,1,0,2,2,3,7,0,0,244,3343,2,0,0.0,0,0,0,0,634,5,-2,1,93,14,1055.3964
533,8477290,Michael Raffl,L,DAL,43102,7,6,10,63,49,78,0,0,532,36804,10,57.70263671875,4.170371253613848,1,0,0,2,5766,22,-8,13,1084,221,2529,1,0,2,9,3,6,0,0,23,1964,2,25.0,0.0,0,0,0,0,542,0,0,1,67,19,1055.3964
534,8477810,Joel Hanley,D,DAL,14895,1,1,2,6,24,27,0,0,0,14216,2,0.0,50.0,0,0,0,0,679,25,-4,2,366,60,790,0,0,0,0,2,1,0,0,0,463,0,0,0,0,0,0,0,327,0,0,0,22,1,1055.3964
535,8478449,Roope Hintz,C,DAL,57195,24,23,16,144,53,50,5,16,8327,44704,16,74.61141483711037,7.926431815106025,5,1,2,3,4164,31,20,47,1337,641,3448,3,0,2,1,3,3,0,0,350,2758,2,67.5975,0.0,0,0,0,0,340,1,2,3,84,21,1055.3964
536,8478495,Denis Gurianov,R,DAL,44123,15,9,16,118,51,48,4,7,6561,37552,16,0.0,19.14067273888686,1,1,0,0,10,27,0,24,1001,363,2373,0,1,2,6,3,2,0,0,349,2024,2,0,12.5,0,0,0,0,0,3,0,1,55,17,1055.3964
537,8479362,Riley Tufte,L,DAL,3754,0,1,4,5,9,9,0,0,0,3754,4,50.0,50.0,0,0,0,0,0,4,0,1,98,24,887,0,1,4,1,2,4,0,0,0,887,4,0,50.0,0,0,0,0,0,2,1,1,24,15,1055.3964
538,8480027,Jason Robertson,L,DAL,50418,25,29,16,142,47,24,9,15,7804,42595,16,0.0,39.087460906981505,9,2,0,0,19,17,20,54,1055,689,3437,0,7,2,18,3,3,1,1,497,2939,2,0,38.225,2,1,0,0,1,2,3,7,72,101,1055.3964
539,8480036,Miro Heiskanen,D,DAL,77279,25,4,20,116,52,39,2,8,7433,64648,20,0.0,9.53769419083983e-05,1,1,0,0,5198,72,1,29,1433,395,1446,0,0,0,3,1,0,0,0,169,1218,0,0,0.0,0,0,0,0,59,3,1,0,27,8,1055.3964
540,8480216,Jacob Peterson,C,DAL,32032,3,9,10,64,47,15,0,0,2195,29817,10,44.241343011856074,3.6258881518617274,4,0,0,0,20,17,-2,12,765,198,1156,1,0,0,7,2,0,0,0,147,1009,0,28.0275,0.0,0,0,0,0,0,0,2,1,28,15,1055.3964
541,8480226,Marian Studenic,R,DAL,12031,0,1,0,24,17,12,0,0,92,10909,0,25.0,4.1625,0,0,0,0,1030,10,-6,1,294,40,718,0,0,0,1,1,1,0,0,0,718,0,0,0.0,0,0,0,0,0,1,-2,0,18,-1,320.9855
542,8481581,Thomas Harley,D,DAL,13725,2,0,4,14,18,15,0,0,2,13723,4,0.0,0.0,0,0,0,0,0,17,-1,2,293,52,2010,1,0,2,0,3,2,0,0,0,2010,2,0,0,0,0,0,0,0,3,1,1,45,11,1055.3964
543,8481641,Joel Kiviranta,L,DAL,25434,4,1,10,45,45,82,0,0,33,25263,10,0.0,0.1953125,0,0,0,0,138,18,-7,5,657,153,1343,1,0,0,6,3,6,0,0,0,1343,0,0,0.0,0,0,0,0,0,3,1,1,33,21,1055.3964
544,8471303,Alexander Edler,D,LAK,28762,10,1,22,39,26,43,0,0,706,25560,22,0.0,6.25,0,0,0,0,2496,42,8,11,584,186,2414,1,0,2,5,3,4,0,0,12,2097,2,0,0.0,0,0,0,0,305,3,1,1,52,18,1035.9171000000001
545,8480072,Lias Andersson,C,LAK,8669,1,0,10,18,13,14,0,1,676,7896,10,60.78125,0.0,0,0,0,0,97,2,-2,1,222,36,1198,0,0,0,4,2,2,0,0,0,1180,0,50.0,0.0,0,0,0,0,18,0,1,0,30,8,703.7978
546,8480336,Sean Walker,D,LAK,6614,2,0,4,18,6,9,0,1,636,5661,4,0.0,0.0,0,0,0,0,317,9,-1,2,133,44,356,0,0,0,0,1,2,0,0,0,351,0,0,0,0,0,0,0,5,0,0,0,8,2,1358.4449
547,8470606,Dustin Brown,R,LAK,49030,17,8,18,130,54,78,1,3,7385,41573,18,50.78125,50.00019035227885,0,0,0,0,72,14,-5,25,1069,342,3098,1,2,2,7,4,4,0,1,174,2924,2,50.0,50.0,0,0,0,0,0,0,0,3,67,29,1272.2591000000002
548,8471685,Anze Kopitar,C,LAK,71594,36,15,10,154,57,43,5,16,11572,53795,10,57.058347911255034,0.39614502209886887,2,0,0,1,6227,45,-7,51,1413,554,4887,1,0,0,10,4,1,0,0,389,4166,0,53.528124999999996,0.0,0,0,0,0,332,1,-3,1,93,10,1272.2591000000002
549,8474563,Drew Doughty,D,LAK,58800,24,7,30,96,38,59,4,13,7265,46915,30,0.0,0.32876797671488023,1,0,0,0,4620,52,4,31,1008,421,6238,1,0,8,6,4,9,0,0,396,5543,8,0,0.0,0,0,0,0,299,5,-3,1,107,18,1272.2591000000002
550,8476479,Phillip Danault,C,LAK,58984,17,16,30,128,55,47,0,1,5798,47581,30,54.22832014200558,9.616168330714554,3,0,0,0,5605,29,14,33,1339,428,4160,2,1,0,9,4,1,0,0,172,3680,0,50.85625,6.25,0,0,0,0,308,2,-2,3,92,22,1272.2591000000002
551,8476874,Olli Maatta,D,LAK,45439,2,1,8,47,42,43,0,0,303,40612,8,0.0,0.00019073486328125,0,0,0,0,4524,63,13,3,902,193,4701,0,0,0,9,4,6,0,0,0,4239,0,0,0.0,0,0,0,0,462,6,0,0,96,21,1272.2591000000002
552,8476960,Andreas Athanasiou,C,LAK,17382,4,7,2,44,20,5,0,1,1835,15467,2,65.625,54.31800918579101,2,0,0,0,80,5,0,11,383,134,792,0,2,0,2,1,0,0,0,54,713,0,0,50.0,1,0,0,0,25,0,2,2,17,28,1272.2591000000002
553,8477960,Adrian Kempe,C,LAK,59544,11,25,30,161,54,64,4,10,9403,45257,30,26.061285039186476,1.3080208466134224,7,2,2,2,4884,15,-1,36,1301,574,4676,0,0,0,13,4,5,0,0,317,4096,0,0,0.0,0,0,0,0,263,2,-3,0,91,14,1272.2591000000002
554,8477962,Brendan Lemieux,L,LAK,29072,3,8,86,63,44,108,0,0,366,28657,86,52.448272705078125,4.162735967338085,2,0,0,0,49,15,5,11,688,276,1492,0,0,7,5,3,6,0,0,0,1486,7,50.0,0.0,0,0,0,0,6,1,0,0,37,12,1272.2591000000002
555,8478042,Viktor Arvidsson,L,LAK,51657,20,18,22,183,50,15,4,7,9024,42616,22,47.381591796875,15.400847655354667,3,1,0,0,17,36,5,38,1053,508,3825,0,3,0,12,4,0,0,0,284,3541,0,37.5,15.0,1,1,0,0,0,1,-2,3,78,37,1272.2591000000002
556,8478911,Matt Roy,D,LAK,68660,16,1,20,133,55,100,0,2,2872,59234,20,0.0,6.25,0,0,0,2,6554,85,15,17,1373,422,4761,0,0,2,8,4,8,0,0,0,4324,2,0,0.0,0,0,0,0,437,7,-1,0,98,21,1272.2591000000002
557,8479336,Carl Grundstrom,R,LAK,22012,3,7,14,53,33,69,0,0,640,21305,14,7.421875,27.083165293931962,1,0,0,0,67,10,4,10,522,204,1252,0,0,0,1,2,4,0,0,0,1252,0,0.0,0.0,0,0,0,0,0,1,-1,0,32,4,1272.2591000000002
558,8479421,Jacob Moverare,D,LAK,3152,1,0,0,5,3,2,0,0,0,2920,0,0.0,0.0,0,0,0,0,232,3,2,1,66,18,1125,0,0,0,1,1,0,0,0,0,1078,0,0,0.0,0,0,0,0,47,0,0,0,22,1,323.9752
559,8479675,Trevor Moore,C,LAK,50741,23,9,8,125,57,48,1,2,2840,43815,8,25.514178161621093,1.650943639617799,1,0,1,1,4086,21,14,32,1170,400,4066,2,0,0,11,4,1,0,0,229,3598,0,25.0,0.0,0,0,0,0,239,0,-3,2,90,14,1272.2591000000002
560,8479994,Jaret Anderson-Dolan,C,LAK,3473,0,0,0,3,4,7,0,0,26,3282,0,44.05,0.0,0,0,0,0,165,1,-2,0,72,7,1986,0,0,0,2,2,3,0,0,16,1970,0,0,0.0,0,0,0,0,0,1,-1,0,38,4,1272.2591000000002
561,8479998,Mikey Anderson,D,LAK,65922,5,2,6,56,54,122,0,0,379,59250,6,0.0,0.014239501953125,1,0,0,0,6293,66,5,7,1252,296,5309,1,0,0,4,4,3,0,0,0,4965,0,0,0.0,0,0,0,0,344,3,-4,1,95,6,1272.2591000000002
562,8480113,Alex Iafallo,L,LAK,61740,16,14,4,154,55,29,2,5,9060,46835,4,36.83344543457031,0.015194381962106717,2,1,1,2,5845,43,7,30,1322,444,4193,1,0,0,8,4,3,0,0,309,3531,0,0,0.0,0,0,0,0,353,1,1,1,87,18,1272.2591000000002
563,8480434,Sean Durzi,D,LAK,40758,13,2,25,63,39,40,1,8,4615,34116,25,0.0,0.0003815162926912308,0,0,0,0,2027,59,1,15,793,252,4145,1,0,4,11,4,2,0,1,166,3842,4,0,0.0,0,0,0,0,137,10,2,1,82,33,1272.2591000000002
564,8481481,Blake Lizotte,C,LAK,36508,9,7,24,66,51,50,0,0,392,33039,24,74.43950672030523,0.8003421127796173,1,0,1,2,3077,9,12,16,914,247,2907,1,0,4,5,4,1,0,0,0,2667,4,70.695,0.0,0,0,0,0,240,1,2,1,72,15,1272.2591000000002
565,8481560,Arthur Kaliyev,R,LAK,42114,8,11,14,134,56,19,4,7,6802,35304,14,0.0,8.401167437432926,1,0,0,0,8,8,-3,19,956,309,2923,1,2,0,10,4,2,1,1,224,2699,0,0,8.3375,0,0,0,0,0,0,1,3,68,40,1272.2591000000002
566,8481600,Tobias Bjornfot,D,LAK,56198,8,0,4,45,57,40,0,0,334,52132,4,0.0,0.0,0,0,0,0,3732,50,-1,8,1178,165,3365,0,0,0,3,4,4,0,0,0,3292,0,0,0.0,0,0,0,0,73,3,1,0,70,12,1272.2591000000002
567,8482124,Quinton Byfield,C,LAK,11567,1,2,10,20,17,6,0,0,328,11170,10,31.029985961914065,6.4453125,1,0,0,0,69,1,0,3,274,53,2924,0,0,2,4,4,0,0,0,0,2924,2,27.67875,0.0,0,0,0,0,0,0,2,0,65,8,1272.2591000000002
568,8474578,Erik Karlsson,D,SJS,45742,18,8,14,83,33,14,0,8,4784,38031,14,0.0,0.015993840992450714,2,1,0,0,2927,34,-4,26,928,279,2601,3,0,2,3,2,0,0,2,565,1921,2,0,0.0,0,0,0,0,115,3,-1,3,54,20,937.9305999999999
569,8477034,Jaycob Megna,D,SJS,20567,0,1,10,15,19,30,0,0,38,18915,10,0.0,4.1625,0,0,0,0,1614,33,0,1,485,84,969,0,0,0,0,1,4,0,0,0,843,0,0,0,0,0,0,0,126,1,0,0,23,5,284.1071
570,8478099,Kevin Labanc,R,SJS,16747,3,3,6,36,21,28,2,4,2379,14368,6,0.0,0.39520263671875,1,0,0,0,0,9,-4,6,369,129,1027,0,0,0,3,2,4,0,0,66,961,0,0,0.0,0,0,0,0,0,0,-1,0,19,5,965.4394
571,8479373,Jonathan Dahlen,C,SJS,40112,9,11,6,89,46,12,3,6,5152,34881,6,0.0,1.5609458882147007,2,0,0,0,79,20,-16,20,951,247,1193,0,0,0,0,2,1,0,0,170,1023,0,0,0,0,0,0,0,0,0,-3,0,31,-5,1226.7478
572,8479983,Mario Ferraro,D,SJS,67153,9,2,10,37,48,101,0,0,1546,58176,10,0.0,0.000389409065246582,1,0,0,0,7431,127,-7,11,1312,309,3870,0,0,2,0,3,6,0,0,241,3138,2,0,0,0,0,0,0,491,6,-2,0,80,8,1226.7478
573,8470613,Brent Burns,D,SJS,88552,32,5,28,148,56,39,2,12,8626,70983,28,0.0,0.2609661723010504,0,0,0,1,8943,107,-17,37,1673,458,4723,0,0,0,4,3,4,0,0,398,3700,0,0,0.0,0,0,0,0,625,6,-5,0,88,4,901.5304
574,8471699,Andrew Cogliano,C,SJS,40162,10,4,8,55,50,70,0,0,220,34188,8,29.2022705078125,1.0421568859368562,0,0,1,2,5754,18,-16,14,1088,185,2363,1,0,0,0,3,4,0,0,0,1993,0,0,0,0,0,0,0,370,2,-4,1,65,2,901.5304
575,8471709,Marc-Edouard Vlasic,D,SJS,45150,9,1,12,39,49,28,0,0,126,42531,12,0.0,25.0,0,0,0,0,2493,54,-16,10,1053,131,3315,0,1,0,4,3,1,0,0,17,2936,0,0,25.0,0,0,0,0,362,4,-4,1,78,7,901.5304
576,8474009,Nick Bonino,C,SJS,54249,7,6,14,86,54,24,1,4,6315,43105,14,37.38346704748214,0.260205764323473,0,0,0,0,4829,70,-21,13,1273,218,2956,1,0,0,4,3,1,0,0,299,2290,0,30.95375,0.0,0,0,0,0,367,5,-3,1,69,8,901.5304
577,8474053,Logan Couture,C,SJS,59369,22,19,18,131,52,72,4,10,7685,46147,18,44.21452137292398,26.55598937677288,2,1,2,3,5537,41,-1,41,1385,536,3207,0,1,2,6,3,7,0,0,285,2554,2,38.8725,25.0,0,0,0,0,368,3,-1,1,77,20,901.5304
578,8476288,Ryan Dzingel,C,SJS,26326,3,5,35,32,32,20,0,0,1266,24380,35,19.617835235595706,6.275177001953125,1,0,0,0,680,9,-5,8,615,103,1986,0,0,0,2,2,0,0,0,130,1856,0,0.0,0.0,0,0,0,0,0,0,-2,0,41,-2,901.5304
579,8476442,Matt Nieto,L,SJS,41670,7,4,13,50,49,75,0,0,232,36860,13,0.48828125,0.19887535572052,0,0,0,0,4578,35,-21,11,1051,170,2427,0,0,0,1,3,6,0,0,1,1993,0,0,0.0,0,0,0,0,433,1,-1,0,62,6,901.5304
580,8476881,Tomas Hertl,C,SJS,66301,20,22,18,148,56,78,3,11,8146,53469,18,51.03378676906769,0.03106027132242901,4,2,0,0,4686,34,-10,42,1434,538,3391,0,0,4,6,3,13,0,0,415,2712,4,43.723749999999995,0.0,0,0,0,0,264,1,-4,0,73,12,901.5304
581,8478136,Jacob Middleton,D,SJS,44199,5,3,62,43,39,76,0,0,211,40472,62,0.0,0.26155395507812496,0,0,0,1,3516,70,2,8,975,231,4174,0,0,7,3,3,4,0,0,11,3605,7,0,0.0,0,0,0,0,558,9,-4,0,86,8,901.5304
582,8478414,Timo Meier,R,SJS,58270,30,24,24,220,51,104,10,12,7940,50162,24,30.657958984375,1.091548097404316,6,1,0,0,168,34,7,54,1189,800,3122,1,0,6,11,3,11,0,0,385,2718,6,0.0,0.0,0,0,0,0,19,2,-3,1,68,22,901.5304
583,8478467,Nicolas Meloche,D,SJS,25991,3,1,16,21,26,72,0,0,167,24099,16,0.0,0.390625,1,0,0,0,1725,32,-12,4,634,129,3296,1,0,6,2,3,13,0,0,9,3071,6,0,0.0,0,0,0,0,216,11,-4,1,81,22,901.5304
584,8478870,Rudolfs Balcers,L,SJS,32540,9,6,14,59,35,73,0,0,697,29177,14,25.99283203125,5.143016619980335,1,0,0,1,2666,24,-6,15,791,226,2006,0,0,2,1,2,2,0,0,143,1693,2,0.0,0.0,0,0,0,0,170,1,-3,0,48,-2,901.5304
585,8479393,Noah Gregor,C,SJS,36481,8,3,12,102,40,77,0,2,3763,32069,12,1.0538739013671874,4.211328171566128,0,0,0,0,649,36,-11,11,843,247,2524,0,1,0,6,3,4,0,0,261,2263,0,0.0,4.1625,0,0,0,0,0,2,-1,1,59,16,901.5304
586,8479705,Jeffrey Viel,L,SJS,11119,2,2,78,17,21,57,0,0,14,11095,78,50.390625,0.87890625,0,0,0,0,10,10,0,4,272,104,1070,0,0,7,0,2,6,0,0,0,1070,7,50.0,0,0,0,0,0,0,1,0,0,25,7,901.5304
587,8479981,Jonah Gadjovich,L,SJS,16565,2,1,62,22,32,78,0,0,0,16544,62,12.5,25.0,0,0,0,0,21,9,-9,3,412,105,1296,0,0,7,2,2,6,0,0,0,1296,7,0,0.0,0,0,0,0,0,0,-2,0,31,4,901.5304
588,8480060,Scott Reedy,C,SJS,5991,0,1,0,6,9,3,0,0,818,5168,0,38.542500000000004,6.25,1,0,0,0,5,7,-4,1,142,24,2169,0,0,0,2,3,0,0,0,228,1941,0,22.9175,0.0,0,0,0,0,0,2,-3,0,51,-2,901.5304
589,8480160,Radim Simek,D,SJS,28049,1,1,8,24,34,90,0,0,232,27322,8,0.0,0.78125,0,0,0,0,495,38,-12,2,678,138,1734,0,0,0,2,2,8,0,0,24,1625,0,0,0.0,0,0,0,0,85,0,-1,0,44,8,901.5304
590,8480847,Ryan Merkley,D,SJS,21534,2,1,4,22,23,8,0,1,2062,19384,4,0.0,0.0030517578125,0,0,0,0,88,10,-4,3,484,48,3157,0,0,0,2,3,1,0,0,222,2900,0,0,0.0,0,0,0,0,35,0,-1,0,69,1,901.5304
591,8481061,Jasper Weatherby,C,SJS,31055,6,4,16,42,45,46,1,2,3543,27261,16,36.15183790972352,50.1953133687377,0,0,0,0,251,23,-14,10,742,143,548,0,0,0,0,1,0,0,0,0,548,0,12.5,0,0,0,0,0,0,0,-1,0,12,-2,901.5304
592,8481701,Santeri Hatakka,D,SJS,6116,2,0,2,2,8,4,0,0,10,6002,2,0.0,0.0,0,0,0,0,104,5,-3,2,158,13,608,1,0,0,0,1,0,0,0,0,565,0,0,0,0,0,0,0,43,0,0,1,16,4,901.5304
593,8482222,Alexander Barabanov,L,SJS,49642,19,8,8,65,48,33,2,7,5624,44006,8,0.0,10.411082207784055,1,1,0,0,12,28,-4,27,1034,282,2755,0,0,0,1,3,5,0,0,302,2453,0,0,0.0,0,0,0,0,0,2,-1,0,57,6,901.5304
594,8479402,Jake Bean,D,CBJ,52239,11,4,20,58,41,18,0,1,1993,47367,20,0.0,0.01626077117398381,2,2,0,1,2879,54,-1,15,1029,218,2352,0,0,4,3,3,0,0,0,0,2295,4,0,0.0,0,0,0,0,57,2,1,0,52,7,939.4002999999999
595,8480074,Alexandre Texier,C,CBJ,31552,9,11,12,59,36,13,0,0,158,27580,12,21.295513725280763,1.4772459015250206,0,0,1,2,3814,12,0,20,695,196,298,0,0,0,0,1,0,0,0,0,287,0,0,0,0,0,0,0,11,0,0,0,6,0,939.4002999999999
596,8480762,Eric Robinson,L,CBJ,35109,11,6,10,58,42,44,0,0,83,29073,10,25.0,10.034106170851738,0,0,1,1,5953,11,0,17,810,203,126,0,0,0,0,1,1,0,0,0,98,0,0,0,0,0,0,0,28,0,-2,0,4,-3,324.8835
597,8480871,Adam Boqvist,D,CBJ,41106,9,10,10,50,40,19,2,5,4705,36301,10,0.0,8.008682110905648,1,0,0,0,100,35,-10,19,874,216,4222,1,1,2,7,4,4,1,1,629,3576,2,0,6.25,0,0,0,0,17,3,-1,2,94,32,1159.8573999999999
598,8481161,Jake Christiansen,D,CBJ,2530,0,1,0,2,4,7,0,0,17,2492,0,0.0,50.0,0,0,0,0,21,4,2,1,57,23,643,0,1,0,1,1,2,0,0,17,626,0,0,50.0,0,0,0,0,0,0,2,1,17,13,958.5645
599,8474161,Jakub Voracek,R,CBJ,54854,39,3,30,102,54,20,2,18,9345,45430,30,12.892341613769531,50.09765625291038,1,1,0,0,79,19,-4,42,1113,369,3453,3,1,0,8,3,2,1,3,532,2921,0,0.0,50.0,0,0,0,0,0,0,1,4,65,44,958.5645
600,8474679,Gustav Nyquist,C,CBJ,57395,18,14,14,69,56,31,1,1,3950,47802,14,61.0992431640625,50.80138426790727,0,0,4,4,5643,37,-5,32,1236,333,3644,0,1,0,4,3,1,0,0,103,3211,0,0,50.0,0,0,0,0,330,3,1,1,76,16,958.5645
601,8476374,Sean Kuraly,C,CBJ,51759,13,8,39,81,56,168,0,1,244,43580,39,60.556921614521436,0.00648588281692355,0,0,0,0,7935,33,6,21,1196,396,3197,3,0,0,2,3,11,0,1,32,2809,0,54.03875,0.0,0,0,0,0,356,6,1,3,71,35,958.5645
602,8476432,Boone Jenner,C,CBJ,68838,21,23,20,154,56,77,8,10,9627,53836,20,42.63389506370526,9.959330778155024,3,0,0,0,5375,55,-6,44,1391,610,3956,2,1,0,5,3,12,1,1,518,3191,0,36.75,8.325,0,0,0,0,247,3,0,3,81,44,958.5645
603,8476867,Brendan Gaunce,C,CBJ,5393,2,3,4,18,11,17,0,0,7,5384,4,37.24,3.5124999999999997,0,0,0,0,2,4,1,5,137,67,162,0,0,0,0,1,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,5,0,958.5645
604,8477416,Oliver Bjorkstrand,R,CBJ,58220,20,19,8,136,54,63,5,13,9080,49040,8,62.628175048828126,17.718569614375294,1,0,0,0,100,22,-26,39,1116,439,3298,1,2,2,11,3,6,0,1,536,2762,2,50.0,10.825,0,0,0,0,0,3,-1,3,65,36,958.5645
605,8477503,Max Domi,C,CBJ,37244,17,9,30,66,46,12,0,1,3389,33826,30,49.64268676757813,0.7814512007218581,0,0,0,0,29,7,0,26,839,209,2693,2,0,2,2,3,0,0,0,224,2469,2,0.0,0.0,0,0,0,0,0,0,1,2,64,12,958.5645
