,ID,Name,Position,Team,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,fanPts,timeOnIce_W,assists_W,goals_W,pim_W,shots_W,games_W,hits_W,powerPlayGoals_W,powerPlayPoints_W,powerPlayTimeOnIce_W,evenTimeOnIce_W,penaltyMinutes_W,faceOffPct_W,shotPct_W,gameWinningGoals_W,overTimeGoals_W,shortHandedGoals_W,shortHandedPoints_W,shortHandedTimeOnIce_W,blocked_W,plusMinus_W,points_W,shifts_W,fanPts_W,upcomingDifficulty
606,8478458,Jack Roslovic,C,CBJ,40087,16,9,4,76,55,34,0,0,4169,34866,4,51.03593864377726,6.365645551681519,1,0,0,0,1052,13,-2,25,922,247,2651,1,0,0,3,3,3,0,0,106,2370,0,46.87375,0.0,0,0,0,0,175,1,0,1,63,11,958.5645
607,8478460,Zach Werenski,D,CBJ,78796,25,9,16,162,50,24,4,11,8872,65131,16,0.0,14.58283644085201,2,0,0,1,4793,69,-10,34,1372,463,3787,0,1,0,9,2,0,1,1,322,3376,0,0,12.5,0,0,0,0,89,2,1,1,61,29,958.5645
608,8478506,Gabriel Carlsson,D,CBJ,17883,4,2,4,10,24,20,0,0,32,16707,4,0.0,12.890625,0,0,0,0,1144,23,4,6,423,89,2228,1,0,0,2,3,1,0,0,0,2136,0,0,0.0,0,0,0,0,92,4,-1,1,56,9,958.5645
609,8478567,Dean Kukan,D,CBJ,23903,4,3,12,26,24,19,0,0,683,22117,12,0.0,1.5655517578125,0,0,0,0,1103,25,3,7,540,110,3621,0,0,2,3,3,4,0,0,130,3289,2,0,0.0,0,0,0,0,202,2,2,0,89,13,958.5645
610,8478882,Vladislav Gavrikov,D,CBJ,71003,22,3,40,62,54,91,0,0,249,61269,40,0.0,16.650001490116118,1,0,0,0,9485,90,4,25,1401,367,4313,1,1,6,6,3,4,0,0,4,4017,6,0,16.65,0,0,0,0,292,6,0,2,86,26,958.5645
611,8479339,Patrik Laine,L,CBJ,41164,20,21,12,106,37,26,3,11,6785,34350,12,6.8359375,10.429590493036084,7,3,0,0,29,13,2,41,788,471,3851,3,2,0,12,3,3,0,2,535,3316,0,0.0,9.375,1,0,0,0,0,0,1,5,74,55,958.5645
612,8479369,Andrew Peeke,D,CBJ,70536,9,1,36,43,56,133,0,0,194,59814,36,0.0,0.00019073486328125,0,0,0,0,10528,117,-12,10,1389,311,4770,0,0,2,1,3,10,0,0,4,4391,2,0,0.0,0,0,0,0,375,6,-1,0,91,15,958.5645
613,8479941,Justin Danforth,R,CBJ,14199,2,5,2,35,21,48,0,0,116,14026,2,85.17089599609375,25.845889282226562,0,0,0,0,57,7,3,7,348,134,2777,0,1,0,6,3,8,0,0,67,2710,0,50.0,25.0,0,0,0,0,0,2,1,1,68,24,958.5645
614,8479945,Gavin Bayreuther,D,CBJ,28942,8,0,22,41,36,40,0,0,92,27765,22,0.0,0.0,0,0,0,0,1085,36,-1,8,679,147,1901,0,0,5,1,3,2,0,0,0,1835,5,0,0.0,0,0,0,0,66,6,-2,0,46,5,958.5645
615,8480205,Emil Bemstrom,C,CBJ,9781,2,2,2,27,17,11,0,0,640,9141,2,0.0,0.673828125,1,0,0,0,0,3,-1,4,233,69,1446,0,0,0,3,3,4,0,0,83,1363,0,0,0.0,0,0,0,0,0,1,-1,0,34,6,958.5645
616,8482475,Yegor Chinakhov,R,CBJ,33832,5,6,14,75,45,31,0,0,3169,30581,14,0.0,0.6749412769451737,1,0,0,0,82,12,-20,11,787,144,926,0,0,0,1,2,6,0,0,21,905,0,0.0,0.0,0,0,0,0,0,0,-2,0,22,3,958.5645
617,8482705,Cole Sillinger,C,CBJ,42851,10,8,23,97,53,50,0,1,2559,39198,23,55.17650518036827,0.39291190265591924,2,0,0,0,1094,31,-16,18,976,256,1740,1,0,0,4,3,7,0,0,4,1736,0,49.8225,0.0,0,0,0,0,0,1,-1,1,43,14,958.5645
618,8478413,Jordan Greenway,L,MIN,35372,10,4,43,57,41,107,1,1,1889,30366,43,69.40843566894532,0.0009059906005859375,2,0,0,0,3117,20,14,14,747,306,777,0,0,2,2,1,3,0,0,133,644,2,0,0.0,0,0,0,0,0,0,0,0,17,5,912.5786999999999
619,8471274,Alex Goligoski,D,MIN,56538,24,2,28,57,49,43,0,3,3396,49268,28,0.0,1.4901161193847656e-05,0,0,0,0,3874,62,24,26,1101,324,4467,1,0,2,6,4,2,0,0,101,4196,2,0,0.0,0,0,0,0,170,6,-3,1,90,12,1315.4746999999998
620,8474716,Jared Spurgeon,D,MIN,50123,18,5,8,64,39,28,0,9,6962,37996,8,0.0,0.5264331484213471,0,0,0,0,5165,52,18,23,918,300,5467,3,0,2,7,4,2,0,1,755,4354,2,0,0.0,0,0,0,0,358,9,1,3,95,34,1315.4746999999998
621,8474818,Jordie Benn,D,MIN,26264,3,1,8,25,29,35,0,0,76,24539,8,0.0,1.5625,0,0,0,0,1649,31,-4,4,569,101,875,0,0,0,1,1,2,0,0,0,875,0,0,0.0,0,0,0,0,0,1,1,0,21,6,912.5786999999999
622,8475179,Dmitry Kulikov,D,MIN,56772,15,4,27,41,53,63,0,0,388,49797,27,0.0,0.7814753770828247,0,0,0,0,6587,65,10,19,1146,273,4532,2,0,0,6,4,7,0,0,0,4076,0,0,0.0,0,0,0,0,456,4,2,2,88,29,1315.4746999999998
623,8475220,Marcus Foligno,L,MIN,50240,10,18,93,73,50,161,4,5,5604,38572,93,58.3740234375,3.1802279204021033,3,1,0,0,6064,26,13,28,1010,506,3776,0,1,6,6,4,18,0,0,314,2996,6,50.0,3.125,0,0,0,0,466,0,-2,1,80,26,1315.4746999999998
624,8475692,Mats Zuccarello,R,MIN,52768,39,17,10,101,46,25,4,19,8780,43715,10,60.24557650089264,1.4644739543822651,1,0,0,0,273,26,19,56,890,528,3980,3,0,0,11,3,4,0,0,585,3391,0,50.0,0.0,0,0,0,0,4,1,0,3,64,28,1315.4746999999998
625,8475750,Jon Merrill,D,MIN,53880,12,4,12,47,52,34,0,0,93,47345,12,0.0,8.326533880271016,0,0,0,0,6442,89,13,16,1059,268,3790,0,0,0,2,4,2,0,0,0,3308,0,0,0.0,0,0,0,0,482,5,2,0,80,13,1315.4746999999998
626,8475760,Nick Bjugstad,C,MIN,21215,5,5,8,54,36,52,0,0,219,20902,8,47.63887541311327,3.2288591027259828,0,0,0,0,94,12,-2,10,477,164,1783,1,0,0,4,4,4,0,0,0,1783,0,33.332499999999996,0.0,0,0,0,0,0,0,0,1,43,12,1315.4746999999998
627,8476463,Jonas Brodin,D,MIN,63417,18,4,12,77,45,30,0,5,3657,52366,12,0.0,16.650023889151633,1,0,0,1,7394,79,6,22,1105,314,5449,1,1,2,4,4,1,0,0,39,5026,2,0,16.65,1,0,0,0,384,6,0,2,99,31,1315.4746999999998
628,8476856,Matt Dumba,D,MIN,58119,16,4,34,90,41,85,0,4,4419,48555,34,0.0,0.13017369033768772,1,0,0,0,5145,58,8,20,1002,355,1444,0,0,0,3,1,3,0,0,126,1220,0,0,0.0,0,0,0,0,98,0,-1,0,28,4,1315.4746999999998
629,8477451,Ryan Hartman,R,MIN,60051,18,22,61,162,54,52,1,3,6685,48789,61,31.99851013553363,10.437143518326984,5,1,0,0,4577,34,26,40,1099,568,4564,0,3,5,14,4,8,0,0,299,4080,5,29.775624999999998,10.4125,0,0,0,0,185,3,1,3,86,45,1315.4746999999998
630,8477919,Frederick Gaudreau,C,MIN,47201,16,8,8,83,48,34,1,2,4489,38136,8,46.051394496580286,8.14076727963111,3,0,0,1,4576,32,2,24,920,307,4072,1,1,0,6,4,8,0,0,333,3480,0,43.661249999999995,6.25,0,0,0,0,259,3,-2,2,78,23,1315.4746999999998
631,8477942,Kevin Fiala,L,MIN,56893,31,18,28,171,54,35,2,8,8206,46833,28,13.4765625,12.825155075778138,2,0,0,0,1854,16,10,49,1014,526,4455,4,1,0,12,4,8,0,0,484,3806,0,0,12.5,0,0,0,0,165,2,3,5,77,50,1315.4746999999998
632,8478493,Joel Eriksson Ek,C,MIN,54744,12,16,24,147,49,89,10,11,8930,39247,24,42.02716095156741,0.16492505320251494,2,1,0,0,6567,28,5,28,1034,540,4591,0,0,4,11,4,10,0,0,775,3326,4,39.8775,0.0,0,0,0,0,490,0,-1,0,86,19,1315.4746999999998
633,8478864,Kirill Kaprizov,L,MIN,61181,42,28,22,190,53,56,5,17,10224,50834,22,18.75,42.3881111993647,3,1,0,0,123,18,18,70,1021,740,5224,3,4,0,12,4,5,1,1,768,4452,0,0,41.675,0,0,0,0,4,1,2,7,82,68,1315.4746999999998
634,8479520,Brandon Duhaime,R,MIN,33250,9,6,75,69,52,125,0,0,118,30832,75,3.90625,0.8361833800096065,1,0,0,0,2300,13,-4,15,770,281,2500,1,0,8,6,4,13,0,0,0,2430,8,0,0.0,0,0,0,0,70,1,-2,1,59,20,1315.4746999999998
635,8479972,Mason Shaw,C,MIN,1618,0,0,5,7,3,6,0,0,0,1618,5,25.0,0.0,0,0,0,0,0,1,-2,0,36,10,550,0,0,5,4,1,4,0,0,0,550,5,0,0.0,0,0,0,0,0,0,0,0,12,8,1315.4746999999998
636,8480884,Calen Addison,D,MIN,12410,2,2,2,17,15,12,0,0,1372,11038,2,0.0,6.4453125,0,0,0,0,0,6,-4,4,258,47,2561,1,0,2,5,3,1,0,0,190,2371,2,0,0.0,0,0,0,0,0,2,-3,1,57,6,1315.4746999999998
637,8480980,Connor Dewar,C,MIN,15691,3,2,25,38,27,35,0,1,87,14486,25,36.31516122817993,0.39468994140625,1,0,0,0,1118,18,-4,5,365,119,2285,0,0,0,7,4,9,0,0,0,2210,0,18.75,0.0,0,0,0,0,75,0,-2,0,51,12,1315.4746999999998
638,8481477,Nico Sturm,C,MIN,35516,8,9,8,70,51,60,1,1,163,30294,8,81.67797391488332,25.246437772671925,0,0,1,1,5059,22,-4,17,836,250,1985,0,1,0,6,4,5,0,0,0,1755,0,75.0,25.0,0,0,0,0,230,3,0,1,48,20,1315.4746999999998
639,8481557,Matt Boldy,L,MIN,22670,11,9,6,59,23,9,3,7,3718,18924,6,46.3623046875,7.917020988464356,2,0,0,0,28,14,8,20,408,254,3894,1,1,2,7,4,4,0,1,746,3148,2,12.5,6.25,0,0,0,0,0,1,-1,2,73,22,1315.4746999999998
640,8480443,Kristian Reichel,C,WPG,8115,1,1,7,18,13,14,0,0,3,8112,7,50.0,0.048828125,0,0,0,0,0,10,-2,2,204,48,671,0,0,2,2,1,1,0,0,0,671,2,50.0,0.0,0,0,0,0,0,0,0,0,18,3,1344.1388
641,8482149,Cole Perfetti,C,WPG,15280,5,2,0,21,18,17,0,1,1364,13907,0,0.0,12.5650390625,1,0,0,0,9,2,1,7,313,86,2851,1,1,0,4,3,4,0,0,202,2649,0,0,12.5,1,0,0,0,0,1,1,2,55,31,1504.6784
642,8478058,CJ Suess,L,WPG,1028,0,0,2,0,3,2,0,0,3,1025,2,25.0,0.0,0,0,0,0,0,5,0,0,27,7,360,0,0,0,0,1,0,0,0,0,360,0,0,0,0,0,0,0,0,2,0,0,10,2,347.6424
643,8480049,Dylan Samberg,D,WPG,5041,2,0,2,8,6,7,0,0,14,4442,2,0.0,0.0,0,0,0,0,585,9,-1,2,113,30,956,1,0,2,1,1,0,0,0,0,917,2,0,0.0,0,0,0,0,39,0,0,1,20,5,1071.5982
644,8481572,Ville Heinola,D,WPG,6427,2,0,6,19,8,5,0,0,189,6216,6,0.0,0.0,0,0,0,0,22,4,-4,2,145,28,966,1,0,0,0,1,2,0,0,23,943,0,0,0,0,0,0,0,0,1,-1,1,23,5,1504.6784
645,8471218,Blake Wheeler,R,WPG,49626,31,7,22,101,42,47,2,14,8886,39752,22,26.7578125,5.945035934448242,1,0,0,0,988,25,-14,38,964,365,3621,3,0,0,4,3,3,0,2,1005,2603,0,0,0.0,0,0,0,0,13,1,-3,3,61,18,1109.4406
646,8471669,Paul Stastny,C,WPG,46705,12,15,10,79,45,16,4,7,4966,37629,10,34.03310167849712,22.9800596113666,2,0,0,0,4110,16,-1,27,1017,313,2730,1,3,0,7,3,1,2,3,491,1941,0,27.5,22.925,0,0,0,0,298,0,-2,4,60,48,1109.4406
647,8475455,Brenden Dillon,D,WPG,61255,15,1,46,66,53,145,0,0,148,55581,46,0.0,0.00152587890625,0,0,0,0,5526,72,13,16,1337,375,3226,0,0,2,0,3,12,0,0,7,2784,2,0,0,0,0,0,0,435,8,-6,0,74,8,1109.4406
648,8476331,Dylan DeMelo,D,WPG,51146,7,1,24,45,50,73,0,0,52,43099,24,0.0,2.384185791015625e-05,0,0,1,2,7995,68,-1,8,1118,228,2897,2,0,6,0,3,5,0,0,0,2521,6,0,0,0,0,0,0,376,3,1,2,68,18,1109.4406
649,8476392,Adam Lowry,C,WPG,51721,7,7,42,73,56,164,0,2,2602,41413,42,48.19026915336284,17.968753073728294,0,0,2,4,7706,27,3,14,1249,364,3004,1,1,0,11,3,9,0,1,434,2026,0,41.2,12.5,0,0,0,0,544,2,0,2,69,34,1109.4406
650,8476460,Mark Scheifele,C,WPG,64105,25,20,21,122,50,28,7,16,11106,52776,21,49.72459737932201,13.004564476443647,2,1,0,0,223,37,-21,45,1147,473,3907,1,2,7,7,3,2,1,2,1060,2832,7,45.725,12.5,0,0,0,0,15,2,-2,3,62,35,1109.4406
651,8476470,Nathan Beaulieu,D,WPG,15509,4,0,25,24,24,19,0,0,68,12649,25,0.0,0.0,0,0,0,1,2792,19,-7,4,346,64,1384,0,0,2,2,2,5,0,0,11,981,2,0,0.0,0,0,0,0,392,2,2,0,28,13,1109.4406
652,8476952,Dominic Toninato,C,WPG,25573,5,5,20,37,51,70,0,0,150,20795,20,8.803567259095725,2.345377206802368,1,0,1,3,4628,21,0,10,642,198,1160,0,0,2,2,3,3,0,0,0,989,2,6.25,0.0,0,0,0,0,171,1,0,0,34,6,1109.4406
653,8477220,Nate Schmidt,D,WPG,68551,23,4,10,92,55,25,1,11,6468,60557,10,0.0,12.515258790517692,1,0,0,0,1526,74,-5,27,1392,337,3164,1,1,0,5,3,0,0,0,101,2921,0,0,12.5,0,0,0,0,142,3,0,2,70,18,1109.4406
654,8477429,Andrew Copp,C,WPG,60867,19,13,8,140,50,34,3,9,7729,45621,8,53.67864887257305,3.1713170782347504,3,0,1,2,7517,33,0,32,1251,443,3195,3,1,0,12,3,1,1,4,458,2292,0,45.835,3.125,1,0,0,0,445,2,-2,4,67,55,1109.4406
655,8477504,Josh Morrissey,D,WPG,74346,16,6,36,111,53,103,4,10,7708,63580,36,0.0,0.15627483816497262,2,0,0,0,3058,69,-4,22,1441,447,5083,0,0,2,10,3,3,0,0,1052,3786,2,0,0.0,0,0,0,0,245,3,3,0,80,22,1109.4406
656,8477940,Nikolaj Ehlers,L,WPG,40012,13,14,16,145,36,18,1,5,5320,34642,16,50.0,11.983043370675295,1,0,0,0,50,14,7,27,808,355,2098,1,1,2,11,2,1,1,2,442,1656,2,0,10.0,0,0,0,0,0,0,-1,2,40,32,1109.4406
657,8478398,Kyle Connor,L,WPG,73551,29,33,2,245,56,29,6,20,12438,56360,2,0.0,7.021417684037992,5,1,1,1,4753,13,-4,62,1368,741,4283,3,1,0,13,3,2,0,1,1057,2896,0,0,3.575,0,0,0,0,330,0,-1,4,72,33,1109.4406
658,8478424,Jansen Harkins,C,WPG,32809,3,5,11,50,55,39,0,0,221,32523,11,99.57532012939453,0.880432513076812,0,0,0,0,65,12,-5,8,747,133,1165,0,0,0,1,3,4,0,0,0,1165,0,75.0,0.0,0,0,0,0,0,1,0,0,26,6,1109.4406
659,8478431,Evgeny Svechnikov,L,WPG,29079,10,6,22,55,46,61,0,0,80,28991,22,14.0625,20.892285342514516,0,0,0,0,8,13,4,16,670,213,2247,2,1,0,5,3,11,0,0,0,2247,0,0,12.5,0,0,0,0,0,0,0,3,46,30,1109.4406
660,8478996,Adam Brooks,C,WPG,10031,1,2,2,8,16,9,0,0,368,9512,2,44.763173828125,7.03125,2,0,0,0,151,3,2,3,224,60,531,0,0,0,1,1,1,0,0,0,531,0,0,0.0,0,0,0,0,0,0,0,0,12,2,1109.4406
661,8479378,Logan Stanley,D,WPG,37887,9,0,33,63,41,92,0,0,103,31701,33,0.0,0.0,0,0,0,1,6083,60,3,9,818,257,786,0,0,2,0,1,1,0,0,0,695,2,0,0,0,0,0,0,91,2,-2,0,17,-1,1109.4406
662,8479400,Pierre-Luc Dubois,L,WPG,62769,22,22,72,166,55,78,11,13,10881,51813,72,70.24217801157502,2.234805409693404,3,0,0,0,75,27,2,44,1213,639,4018,3,1,2,17,3,4,1,1,995,2990,2,62.98125,2.0875,0,0,0,0,33,1,-1,4,65,48,1109.4406
663,8480005,Kristian Vesalainen,L,WPG,25343,1,2,6,41,47,66,0,0,217,25102,6,0.0,3.889203071594238e-05,0,0,0,0,24,12,-4,3,611,127,1335,0,0,0,4,3,7,0,0,0,1335,0,0,0.0,0,0,0,0,0,1,-1,0,34,10,1109.4406
664,8480145,Neal Pionk,D,WPG,67549,23,2,30,102,51,125,1,10,8038,55369,30,0.0,4.241883289068937e-10,1,0,0,0,4142,63,2,25,1374,436,3757,2,0,4,6,3,7,0,2,451,3173,4,0,0.0,0,0,0,0,133,1,-5,2,74,16,1109.4406
665,8471217,Andrew Ladd,L,ARI,35063,3,6,41,47,42,62,2,3,4172,29639,41,54.165,0.3983142763376236,0,0,0,0,1252,27,-11,9,798,184,1029,0,0,0,4,2,2,0,0,122,797,0,0,0.0,0,0,0,0,110,2,1,0,21,10,615.682
666,8474291,Jay Beagle,C,ARI,17673,0,1,10,13,21,32,0,0,209,14888,10,71.97354820728302,50.0,0,0,0,0,2576,9,-11,1,451,38,1376,0,1,2,1,2,1,0,0,43,1173,2,62.2525,50.0,0,0,0,0,160,2,1,1,38,12,896.6641000000001
667,8475728,Johan Larsson,L,ARI,31075,9,6,30,30,29,53,1,2,1853,26056,30,45.72805668896064,14.453125,1,0,0,0,3166,21,-3,15,674,192,962,0,0,0,0,1,2,0,0,0,828,0,20.835,0,0,0,0,0,134,1,-1,0,23,1,860.5531000000001
668,8476436,Dmitrij Jaskin,R,ARI,10645,1,0,4,23,12,47,0,0,1000,9643,4,79.6875,0.0,0,0,0,0,2,9,-6,1,228,71,1107,1,0,0,3,2,5,0,0,188,919,0,75.0,0.0,0,0,0,0,0,2,1,1,20,16,897.6031
669,8479982,Conor Timmins,D,ARI,6389,0,0,0,5,6,7,0,0,283,5749,0,0.0,0.0,0,0,0,0,357,9,-6,0,129,9,605,0,0,0,0,1,2,0,0,0,599,0,0,0,0,0,0,0,6,0,0,0,12,2,1058.3507
670,8470626,Loui Eriksson,L,ARI,34556,11,2,6,53,46,5,0,1,789,31340,6,11.03515625,50.016259765625,0,0,1,1,2427,11,-9,13,857,119,1592,0,1,0,1,2,0,0,0,46,1450,0,0.0,50.0,0,0,0,0,96,1,0,1,38,8,619.8378
671,8471873,Anton Stralman,D,ARI,57915,7,4,8,65,47,50,0,0,491,50097,8,0.0,2.812511923839338,1,0,0,0,7327,66,-10,11,1160,223,2642,0,0,0,1,2,1,0,0,1,2299,0,0,0.0,0,0,0,0,342,4,0,0,48,6,619.8378
672,8473548,Phil Kessel,R,ARI,56394,28,6,20,114,55,4,2,9,9263,47095,20,31.25,0.19532144322279238,0,0,0,0,36,19,-16,34,1200,287,1675,1,0,2,2,2,0,0,0,343,1332,2,0.0,0.0,0,0,0,0,0,0,-2,1,35,2,619.8378
673,8474062,Riley Nash,C,ARI,28328,2,0,10,34,42,36,0,0,1397,23044,10,57.055888492837255,0.0,0,0,0,0,3887,14,-7,2,681,78,1213,0,0,0,4,2,3,0,0,0,1169,0,46.667500000000004,0.0,0,0,0,0,44,0,-2,0,31,3,925.2959999999999
674,8474849,Antoine Roussel,L,ARI,33684,3,3,55,48,47,65,0,0,102,28943,55,20.599414377212526,0.0002868473529815674,1,0,0,0,4639,32,-17,6,895,151,1667,1,0,2,4,2,2,0,0,3,1590,2,12.5,0.0,0,0,0,0,74,3,0,1,46,13,619.8378
675,8476329,Travis Boyd,C,ARI,46403,14,10,22,56,47,40,1,3,4638,40313,22,48.88396598245737,0.09842226253822446,0,0,0,0,1452,34,-6,24,1081,248,2291,0,0,0,3,2,1,0,0,177,1959,0,39.7725,0.0,0,0,0,0,155,4,3,0,53,14,619.8378
676,8476851,Alex Galchenyuk,C,ARI,27676,8,4,18,54,35,36,0,1,1739,25930,18,43.45825806550681,1.46484375,0,0,0,0,7,12,-5,12,650,150,1431,0,0,0,3,2,6,0,0,185,1246,0,30.9525,0.0,0,0,0,0,0,1,-1,0,33,8,619.8378
677,8476906,Shayne Gostisbehere,D,ARI,72359,25,10,18,107,55,28,1,10,9732,60256,18,0.0,52.0896762791559,0,0,0,0,2371,78,-6,35,1376,389,2326,3,1,2,5,2,1,0,1,345,1981,2,0,50.0,0,0,0,0,0,5,5,4,50,41,619.8378
678,8477070,Liam O'Brien,C,ARI,20919,1,2,106,33,37,131,0,0,220,20556,106,91.015625,1.562511920928955,0,0,0,0,143,10,1,3,517,192,1317,0,0,12,6,2,9,0,0,0,1299,12,50.0,0.0,0,0,0,0,18,2,-1,0,33,15,925.2959999999999
679,8477941,Nick Ritchie,L,ARI,26759,8,3,25,59,37,96,1,4,2842,23879,25,0.0,9.98515625,0,0,0,0,38,14,-5,11,627,225,1581,0,0,0,2,2,10,0,0,213,1368,0,0,0.0,0,0,0,0,0,0,0,0,38,12,619.8378
680,8477951,Nick Schmaltz,C,ARI,36422,19,14,4,66,36,7,2,5,4746,31478,4,55.66448616523296,32.744560432434085,3,0,0,0,198,10,4,33,812,307,2230,5,3,0,8,2,0,1,2,351,1858,0,37.5,28.325,1,0,0,0,21,0,6,8,52,80,619.8378
681,8478062,Dysin Mayo,D,ARI,57189,4,4,17,57,46,73,0,0,209,48535,17,0.0,25.05493164450163,0,0,0,0,8445,90,-4,8,1177,252,2396,1,1,9,5,2,6,0,0,0,2079,9,0,25.0,0,0,0,0,317,4,5,2,49,35,619.8378
682,8478432,Christian Fischer,R,ARI,36864,5,3,12,64,47,78,1,1,3234,31189,12,25.0152264302969,7.964076939970254e-06,0,0,0,0,2441,20,-13,8,880,184,1750,0,0,2,5,2,3,0,0,3,1692,2,18.302500000000002,0.0,0,0,0,0,55,0,1,0,46,10,619.8378
683,8478474,Lawson Crouse,L,ARI,56968,10,15,50,112,54,154,1,4,5987,45293,50,42.73938000202179,29.82385316526516,3,0,0,0,5688,31,-5,25,1288,463,1928,0,1,5,4,2,5,1,1,273,1506,5,0,25.0,1,0,0,0,149,3,-1,1,45,36,619.8378
684,8478476,Kyle Capobianco,D,ARI,20197,3,2,14,18,22,16,1,2,870,19300,14,0.0,0.1057861328125,1,1,0,0,27,21,-5,5,466,91,1669,0,0,0,1,2,1,0,0,19,1650,0,0,0.0,0,0,0,0,0,1,-1,0,38,1,615.682
685,8479343,Clayton Keller,R,ARI,66288,28,23,26,155,55,15,3,7,9601,52930,26,78.45263665216044,27.166666179124284,2,2,1,2,3757,28,-2,51,1402,512,2403,3,2,0,5,2,0,0,1,349,1898,0,0,25.0,0,0,0,0,156,2,4,5,55,41,619.8378
686,8479345,Jakob Chychrun,D,ARI,61756,13,3,47,129,44,47,1,1,5232,51734,47,0.0,4.162500612437725,0,0,0,0,4790,64,-27,16,1169,266,2706,1,0,5,6,2,3,0,0,187,2414,5,0,0.0,0,0,0,0,105,1,-2,1,49,10,619.8378
687,8480849,Barrett Hayton,C,ARI,31415,6,4,10,33,33,45,1,3,3705,25123,10,45.9941913383035,18.75152587890625,1,0,0,0,2587,22,-4,10,764,164,1591,0,0,0,1,2,2,0,0,0,1445,0,30.555,0.0,0,0,0,0,146,0,0,0,38,3,619.8378
688,8481609,Vladislav Kolyachonok,D,ARI,7798,2,0,0,7,9,15,0,0,30,7676,0,0.0,0.0,0,0,0,0,92,10,-3,2,185,34,1846,0,0,0,2,2,2,0,0,3,1843,0,0,0.0,0,0,0,0,0,5,-2,0,42,5,619.8378
689,8481711,Matias Maccelli,L,ARI,1564,0,1,0,1,2,0,0,0,181,1383,0,0.0,50.0,0,0,0,0,0,0,-1,1,35,5,1564,0,1,0,1,2,0,0,0,181,1383,0,0,50.0,0,0,0,0,0,0,-1,1,35,5,619.8378
690,8482655,J.J. Moser,D,ARI,30840,7,3,10,25,28,20,1,1,1983,27097,10,0.0,0.02593994140625,1,0,0,0,1760,24,-4,10,673,127,1955,1,0,0,2,2,2,0,0,0,1867,0,0,0.0,0,0,0,0,88,1,0,1,43,9,619.8378
691,8474166,Alec Martinez,D,VGK,13185,3,0,4,11,11,9,0,0,622,11544,4,0.0,0.0,0,0,0,0,1019,33,3,3,261,71,1569,0,0,0,3,2,0,0,0,67,1326,0,0,0.0,0,0,0,0,176,3,2,0,29,10,1042.1842
692,8475188,Brayden McNabb,D,VGK,65077,9,2,34,62,55,113,0,0,86,55521,34,0.0,2.0954757928848267e-07,0,0,0,0,9470,141,5,11,1287,374,2053,0,0,0,1,2,2,0,0,0,1949,0,0,0.0,0,0,0,0,104,4,0,0,40,7,1255.9912
693,8475913,Mark Stone,R,VGK,30486,20,8,8,53,28,14,2,4,4512,24577,8,55.051689453125,8.902468872070312,2,0,0,1,1397,19,7,28,596,272,944,0,0,0,2,1,0,0,0,85,859,0,0,0.0,0,0,0,0,0,0,0,0,19,2,596.6737
694,8477406,Mattias Janmark,C,VGK,39575,10,7,10,57,47,15,0,0,1276,34825,10,33.705646972656254,0.16081578731536866,1,0,1,2,3474,20,-1,17,862,192,519,0,0,0,2,1,0,0,0,0,451,0,0,0.0,0,0,0,0,68,1,-1,0,12,1,662.2797
695,8479974,Nolan Patrick,C,VGK,12964,4,2,2,27,18,14,0,0,2054,10896,2,46.29097885131836,6.2548828125,0,0,0,0,14,1,4,6,298,78,14,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,942.1242
696,8474149,Evgenii Dadonov,R,VGK,52647,12,10,12,132,55,48,2,4,7861,44783,12,0.0,0.0003906190931843412,2,1,0,0,3,19,2,22,1109,355,3595,1,0,0,6,4,2,0,0,392,3203,0,0,0.0,0,0,0,0,0,0,2,1,75,16,1255.9912
697,8474157,Max Pacioretty,L,VGK,27299,13,15,25,95,26,21,4,9,3984,23310,25,12.5,20.82773202061653,3,0,0,0,5,15,7,28,527,367,1013,1,0,0,5,1,1,0,1,106,902,0,0,0.0,0,0,0,0,5,1,0,1,20,13,1255.9912
698,8474565,Alex Pietrangelo,D,VGK,83002,23,7,36,158,55,49,2,9,7452,67051,36,0.0,0.01638768453699413,0,0,1,2,8499,123,0,30,1510,508,5290,2,0,0,15,4,6,0,0,521,4405,0,0,0.0,0,0,0,0,364,7,1,2,103,38,1255.9912
699,8475191,Reilly Smith,R,VGK,58776,22,16,8,146,55,55,3,7,5934,47026,8,87.5,7.096345893596942,3,0,2,4,5816,23,5,38,1239,506,4137,2,2,2,9,4,6,0,0,508,3382,2,0,6.25,1,0,0,0,247,3,1,4,88,50,1255.9912
700,8476448,William Karlsson,C,VGK,46057,14,7,4,78,42,25,1,3,5300,36634,4,60.817132276221145,0.09857107213756536,0,0,1,1,4123,28,1,21,954,255,4164,3,0,0,3,4,5,0,0,526,3390,0,57.332499999999996,0.0,0,0,0,0,248,5,2,3,89,29,1255.9912
